Detailed,,,,,,,,
 ==================== ,,,,,,,,
Variable,Value,Unit,Category,Channel,Collection,Image,Time,ID
Area,0.0330938,um^2,Surface,,,,1,0
Area,0.080497,um^2,Surface,,,,1,1
Area,7.86901,um^2,Surface,,,,1,2
Area,3.13088,um^2,Surface,,,,1,3
Area,1.74014,um^2,Surface,,,,1,4
Area,4.09276,um^2,Surface,,,,1,5
Area,1.88536,um^2,Surface,,,,1,6
Area,0.163472,um^2,Surface,,,,1,7
Area,12.8674,um^2,Surface,,,,1,8
Area,3.36873,um^2,Surface,,,,1,9
Contact surface area,1.9575,um,Surface,,,,,0
Contact surface area,1.1425,um,Surface,,,,,1
Contact surface area,0.09,um,Surface,,,,,2
Contact surface area,1.805,um,Surface,,,,,3
Contact surface area,2.3075,um,Surface,,,,,4
Contact surface area,7.63,um,Surface,,,,,5
Contact surface area,0.015,um,Surface,,,,,6
Contact surface area,4.4375,um,Surface,,,,,7
Contact surface area,0.035,um,Surface,,,,,8
Contact surface area,0.95,um,Surface,,,,,9
Distance from Origin,162.387,um,Surface,,Distance from Origin,,1,0
Distance from Origin,161.039,um,Surface,,Distance from Origin,,1,1
Distance from Origin,162.31,um,Surface,,Distance from Origin,,1,2
Distance from Origin,146.825,um,Surface,,Distance from Origin,,1,3
Distance from Origin,161.456,um,Surface,,Distance from Origin,,1,4
Distance from Origin,151.182,um,Surface,,Distance from Origin,,1,5
Distance from Origin,151.242,um,Surface,,Distance from Origin,,1,6
Distance from Origin,146.541,um,Surface,,Distance from Origin,,1,7
Distance from Origin,150.523,um,Surface,,Distance from Origin,,1,8
Distance from Origin,145.589,um,Surface,,Distance from Origin,,1,9
Distance to Image Border XY,28.225,um,Surface,,,Image 1,1,0
Distance to Image Border XY,14.8107,um,Surface,,,Image 1,1,1
Distance to Image Border XY,28.0342,um,Surface,,,Image 1,1,2
Distance to Image Border XY,36.0554,um,Surface,,,Image 1,1,3
Distance to Image Border XY,14.1987,um,Surface,,,Image 1,1,4
Distance to Image Border XY,34.1326,um,Surface,,,Image 1,1,5
Distance to Image Border XY,33.7206,um,Surface,,,Image 1,1,6
Distance to Image Border XY,37.2333,um,Surface,,,Image 1,1,7
Distance to Image Border XY,34.2528,um,Surface,,,Image 1,1,8
Distance to Image Border XY,39.8429,um,Surface,,,Image 1,1,9
Ellipticity (oblate),0.528035,,Surface,,,,1,0
Ellipticity (oblate),0.310726,,Surface,,,,1,1
Ellipticity (oblate),0.575716,,Surface,,,,1,2
Ellipticity (oblate),0.362902,,Surface,,,,1,3
Ellipticity (oblate),0.386932,,Surface,,,,1,4
Ellipticity (oblate),0.569847,,Surface,,,,1,5
Ellipticity (oblate),0.367887,,Surface,,,,1,6
Ellipticity (oblate),0.580528,,Surface,,,,1,7
Ellipticity (oblate),0.273738,,Surface,,,,1,8
Ellipticity (oblate),0.359994,,Surface,,,,1,9
Ellipticity (prolate),0.247551,,Surface,,,,1,0
Ellipticity (prolate),0.154646,,Surface,,,,1,1
Ellipticity (prolate),0.250562,,Surface,,,,1,2
Ellipticity (prolate),0.413172,,Surface,,,,1,3
Ellipticity (prolate),0.484657,,Surface,,,,1,4
Ellipticity (prolate),0.273791,,Surface,,,,1,5
Ellipticity (prolate),0.452833,,Surface,,,,1,6
Ellipticity (prolate),0.280114,,Surface,,,,1,7
Ellipticity (prolate),0.595632,,Surface,,,,1,8
Ellipticity (prolate),0.410243,,Surface,,,,1,9
Generation,0,,Surface,,,,1,0
Generation,0,,Surface,,,,1,1
Generation,0,,Surface,,,,1,2
Generation,0,,Surface,,,,1,3
Generation,0,,Surface,,,,1,4
Generation,0,,Surface,,,,1,5
Generation,0,,Surface,,,,1,6
Generation,0,,Surface,,,,1,7
Generation,0,,Surface,,,,1,8
Generation,0,,Surface,,,,1,9
Intensity Max,2,,Surface,1,,Image 1,1,0
Intensity Max,7,,Surface,2,,Image 1,1,0
