Detailed,,,,,,,,
 ==================== ,,,,,,,,
Variable,Value,Unit,Category,Channel,Collection,Image,Time,ID
Area,0.478452,um^2,Surface,,,,1,0
Area,0.0495764,um^2,Surface,,,,1,1
Area,3.43456,um^2,Surface,,,,1,2
Area,7.3009,um^2,Surface,,,,1,3
Area,9.91357,um^2,Surface,,,,1,4
Area,3.67063,um^2,Surface,,,,1,5
Area,1.40817,um^2,Surface,,,,1,6
Area,3.27113,um^2,Surface,,,,1,7
Area,0.0166087,um^2,Surface,,,,1,8
Area,0.362889,um^2,Surface,,,,1,9
Area,0.0166095,um^2,Surface,,,,1,10
Area,0.305188,um^2,Surface,,,,1,11
Area,0.036062,um^2,Surface,,,,1,12
Area,0.147768,um^2,Surface,,,,1,13
Area,0.147765,um^2,Surface,,,,1,14
Area,0.0950209,um^2,Surface,,,,1,15
Area,0.0950209,um^2,Surface,,,,1,16
Area,0.0495772,um^2,Surface,,,,1,17
Area,2.4191,um^2,Surface,,,,1,18
Area,5.67019,um^2,Surface,,,,1,19
Area,2.70613,um^2,Surface,,,,1,20
Area,0.920111,um^2,Surface,,,,1,21
Area,0.129622,um^2,Surface,,,,1,22
Area,1.53136,um^2,Surface,,,,1,23
Area,2.8161,um^2,Surface,,,,1,24
Area,0.0166087,um^2,Surface,,,,1,25
Area,0.147768,um^2,Surface,,,,1,26
Area,0.0100813,um^2,Surface,,,,1,27
Area,0.110112,um^2,Surface,,,,1,28
Area,0.63703,um^2,Surface,,,,1,29
Area,1.13602,um^2,Surface,,,,1,30
Area,2.86511,um^2,Surface,,,,1,31
Area,0.409727,um^2,Surface,,,,1,32
Area,0.673057,um^2,Surface,,,,1,33
Area,0.42766,um^2,Surface,,,,1,34
Area,1.10468,um^2,Surface,,,,1,35
Area,1.67597,um^2,Surface,,,,1,36
Area,0.0690147,um^2,Surface,,,,1,37
Area,0.737048,um^2,Surface,,,,1,38
Area,0.0166094,um^2,Surface,,,,1,39
Area,0.0166095,um^2,Surface,,,,1,40
Area,0.0166094,um^2,Surface,,,,1,41
Area,0.0690165,um^2,Surface,,,,1,42
Area,1.05988,um^2,Surface,,,,1,43
Area,0.0360606,um^2,Surface,,,,1,44
Area,0.795517,um^2,Surface,,,,1,45
Area,6.81262,um^2,Surface,,,,1,46
Area,3.07314,um^2,Surface,,,,1,47
Area,3.68225,um^2,Surface,,,,1,48
Area,3.54083,um^2,Surface,,,,1,49
Area,0.0166087,um^2,Surface,,,,1,50
Area,6.55021,um^2,Surface,,,,1,51
Area,0.0100804,um^2,Surface,,,,1,52
Area,0.0555167,um^2,Surface,,,,1,53
Area,1.62201,um^2,Surface,,,,1,54
Area,19.3513,um^2,Surface,,,,1,55
Area,0.543908,um^2,Surface,,,,1,56
Area,3.89845,um^2,Surface,,,,1,57
Area,14.1927,um^2,Surface,,,,1,58
Area,0.358778,um^2,Surface,,,,1,59
Area,1.97213,um^2,Surface,,,,1,60
Area,0.673657,um^2,Surface,,,,1,61
Area,2.27113,um^2,Surface,,,,1,62
Area,0.213536,um^2,Surface,,,,1,63
Area,0.255262,um^2,Surface,,,,1,64
Area,2.74515,um^2,Surface,,,,1,65
Area,2.06342,um^2,Surface,,,,1,66
Area,16.9139,um^2,Surface,,,,1,67
Area,0.0166101,um^2,Surface,,,,1,68
Area,0.723716,um^2,Surface,,,,1,69
Area,0.0166101,um^2,Surface,,,,1,70
Area,0.751693,um^2,Surface,,,,1,71
Area,0.987455,um^2,Surface,,,,1,72
Area,9.23354,um^2,Surface,,,,1,73
Area,0.0166101,um^2,Surface,,,,1,74
Area,2.11378,um^2,Surface,,,,1,75
Area,5.90344,um^2,Surface,,,,1,76
Area,0.0166101,um^2,Surface,,,,1,77
Area,0.0166094,um^2,Surface,,,,1,78
Area,0.139797,um^2,Surface,,,,1,79
Area,1.02796,um^2,Surface,,,,1,80
Area,6.0085,um^2,Surface,,,,1,81
Area,4.40385,um^2,Surface,,,,1,82
Area,0.205009,um^2,Surface,,,,1,83
Area,0.110108,um^2,Surface,,,,1,84
Area,84.3112,um^2,Surface,,,,1,85
Area,4.37543,um^2,Surface,,,,1,86
Area,14.7758,um^2,Surface,,,,1,87
Area,0.107918,um^2,Surface,,,,1,88
Area,2.45028,um^2,Surface,,,,1,89
Area,0.0690145,um^2,Surface,,,,1,90
Area,0.55927,um^2,Surface,,,,1,91
Area,2.05856,um^2,Surface,,,,1,92
Area,6.43964,um^2,Surface,,,,1,93
Area,0.0166088,um^2,Surface,,,,1,94
Area,4.32943,um^2,Surface,,,,1,95
Area,2.275,um^2,Surface,,,,1,96
Area,8.97685,um^2,Surface,,,,1,97
Area,2.62614,um^2,Surface,,,,1,98
Area,0.294655,um^2,Surface,,,,1,99
Area,7.76779,um^2,Surface,,,,1,100
Area,0.0660622,um^2,Surface,,,,1,101
Area,1.5313,um^2,Surface,,,,1,102
Area,3.15122,um^2,Surface,,,,1,103
Area,0.597068,um^2,Surface,,,,1,104
Contact surface area,0.03,um,Surface,,,,,0
Contact surface area,1.755,um,Surface,,,,,1
Contact surface area,0.3225,um,Surface,,,,,2
Contact surface area,0.0075,um,Surface,,,,,3
Contact surface area,4.9525,um,Surface,,,,,4
Contact surface area,1.4525,um,Surface,,,,,5
Contact surface area,0.16,um,Surface,,,,,6
Contact surface area,0.845,um,Surface,,,,,7
Contact surface area,8.3725,um,Surface,,,,,8
Contact surface area,0.045,um,Surface,,,,,9
Contact surface area,0.03,um,Surface,,,,,10
Contact surface area,3.6075,um,Surface,,,,,11
Contact surface area,2.36,um,Surface,,,,,12
Contact surface area,1.2325,um,Surface,,,,,13
Contact surface area,0.415,um,Surface,,,,,14
Contact surface area,0.0075,um,Surface,,,,,15
Contact surface area,0.0075,um,Surface,,,,,16
Contact surface area,0.0775,um,Surface,,,,,17
Contact surface area,0.5725,um,Surface,,,,,18
Contact surface area,3.41,um,Surface,,,,,19
Contact surface area,2.455,um,Surface,,,,,20
Contact surface area,0.0975,um,Surface,,,,,21
Contact surface area,0.0525,um,Surface,,,,,22
Contact surface area,2.575,um,Surface,,,,,23
Contact surface area,0.3075,um,Surface,,,,,24
Contact surface area,4.305,um,Surface,,,,,25
Contact surface area,0.1125,um,Surface,,,,,26
Contact surface area,5.4025,um,Surface,,,,,27
Contact surface area,0.0075,um,Surface,,,,,28
Contact surface area,0.0075,um,Surface,,,,,29
Contact surface area,0.0075,um,Surface,,,,,30
Contact surface area,1.405,um,Surface,,,,,31
Contact surface area,1.135,um,Surface,,,,,32
Contact surface area,0.355,um,Surface,,,,,33
Contact surface area,1.155,um,Surface,,,,,34
Contact surface area,3.3025,um,Surface,,,,,35
Contact surface area,0.1925,um,Surface,,,,,36
Contact surface area,2.0225,um,Surface,,,,,37
Contact surface area,8.1825,um,Surface,,,,,38
Contact surface area,1.085,um,Surface,,,,,39
Contact surface area,0.4,um,Surface,,,,,40
Contact surface area,0.5775,um,Surface,,,,,41
Contact surface area,0.0075,um,Surface,,,,,42
Contact surface area,0.0225,um,Surface,,,,,43
Contact surface area,11.0875,um,Surface,,,,,44
Contact surface area,0.2925,um,Surface,,,,,45
Contact surface area,2.1775,um,Surface,,,,,46
Contact surface area,0.5825,um,Surface,,,,,47
Contact surface area,0.015,um,Surface,,,,,48
Contact surface area,3.8225,um,Surface,,,,,49
Contact surface area,0.8975,um,Surface,,,,,50
Contact surface area,0.03,um,Surface,,,,,51
Contact surface area,0.0075,um,Surface,,,,,52
Contact surface area,0.0075,um,Surface,,,,,53
Contact surface area,0.0075,um,Surface,,,,,54
Contact surface area,0.03,um,Surface,,,,,55
Contact surface area,3.77,um,Surface,,,,,56
Contact surface area,1.585,um,Surface,,,,,57
Contact surface area,9.5175,um,Surface,,,,,58
Contact surface area,48.0075,um,Surface,,,,,59
Contact surface area,0.1375,um,Surface,,,,,60
Contact surface area,1.1425,um,Surface,,,,,61
Contact surface area,0.0075,um,Surface,,,,,62
Contact surface area,1.2825,um,Surface,,,,,63
Contact surface area,0.625,um,Surface,,,,,64
Contact surface area,1.8525,um,Surface,,,,,65
Contact surface area,0.0075,um,Surface,,,,,66
Contact surface area,0.2025,um,Surface,,,,,67
Contact surface area,0.0075,um,Surface,,,,,68
Contact surface area,0.0525,um,Surface,,,,,69
Contact surface area,0.3575,um,Surface,,,,,70
Contact surface area,0.6325,um,Surface,,,,,71
Contact surface area,1.6325,um,Surface,,,,,72
Contact surface area,0.3675,um,Surface,,,,,73
Contact surface area,0.2325,um,Surface,,,,,74
Contact surface area,0.9375,um,Surface,,,,,75
Contact surface area,0.435,um,Surface,,,,,76
Contact surface area,1.6875,um,Surface,,,,,77
Contact surface area,2.075,um,Surface,,,,,78
Contact surface area,0.2325,um,Surface,,,,,79
Contact surface area,0.25,um,Surface,,,,,80
Contact surface area,0.0225,um,Surface,,,,,81
Contact surface area,1.9075,um,Surface,,,,,82
Contact surface area,4.1225,um,Surface,,,,,83
Contact surface area,5.6575,um,Surface,,,,,84
Contact surface area,2.0375,um,Surface,,,,,85
Contact surface area,0.0075,um,Surface,,,,,86
Contact surface area,0.15,um,Surface,,,,,87
Contact surface area,0.015,um,Surface,,,,,88
Contact surface area,0.075,um,Surface,,,,,89
Contact surface area,0.075,um,Surface,,,,,90
Contact surface area,0.045,um,Surface,,,,,91
Contact surface area,0.045,um,Surface,,,,,92
Contact surface area,0.0225,um,Surface,,,,,93
Contact surface area,0.4175,um,Surface,,,,,94
Contact surface area,1.2975,um,Surface,,,,,95
Contact surface area,0.4875,um,Surface,,,,,96
Contact surface area,0.7775,um,Surface,,,,,97
Contact surface area,1.4325,um,Surface,,,,,98
Contact surface area,0.075,um,Surface,,,,,99
Contact surface area,0.8375,um,Surface,,,,,100
Contact surface area,1.5875,um,Surface,,,,,101
Contact surface area,0.0075,um,Surface,,,,,102
Contact surface area,0.075,um,Surface,,,,,103
Contact surface area,3.23,um,Surface,,,,,104
Distance from Origin,141.309,um,Surface,,Distance from Origin,,1,0
Distance from Origin,146.473,um,Surface,,Distance from Origin,,1,1
Distance from Origin,149.008,um,Surface,,Distance from Origin,,1,2
Distance from Origin,150.588,um,Surface,,Distance from Origin,,1,3
