
Detailed
 ==================== 
Variable,Value,Unit,Category,Collection,Time,Type,FilamentID,ID,
Dendrite Area,29.7188,um^2,Dendrite,,1,,100000012,510000006398,
Dendrite Area,39.1558,um^2,Dendrite,,1,,100000012,510000006437,
Dendrite Area,2.33159,um^2,Dendrite,,1,,100000012,510000006528,
Dendrite Area,19.8896,um^2,Dendrite,,1,,100000012,510000006532,
Dendrite Area,9.38878,um^2,Dendrite,,1,,100000012,510000006560,
Dendrite Area,16.9634,um^2,Dendrite,,1,,100000012,510000006566,
Dendrite Area,6.47704,um^2,Dendrite,,1,,100000012,510000006587,
Dendrite Area,22.1852,um^2,Dendrite,,1,,100000012,510000006595,
Dendrite Area,28.9882,um^2,Dendrite,,1,,100000012,510000006638,
Dendrite Area,13.6634,um^2,Dendrite,,1,,100000012,510000006701,
