Detailed,,,,,,,,
 ==================== ,,,,,,,,
Variable,Value,Unit,Category,Channel,Collection,Image,Time,ID
Area,2.12626,um^2,Surface,,,,1,0
Area,0.000520995,um^2,Surface,,,,1,1
Area,0.129474,um^2,Surface,,,,1,2
Area,0.100499,um^2,Surface,,,,1,3
Area,0.033092,um^2,Surface,,,,1,4
Area,6.27705,um^2,Surface,,,,1,5
Area,3.5256,um^2,Surface,,,,1,6
Area,1.38285,um^2,Surface,,,,1,7
Area,0.033093,um^2,Surface,,,,1,8
Area,0.0330933,um^2,Surface,,,,1,9
Area,4.16212,um^2,Surface,,,,1,10
Area,1.49086,um^2,Surface,,,,1,11
Area,0.846004,um^2,Surface,,,,1,12
Area,44.8177,um^2,Surface,,,,1,13
Area,0.401654,um^2,Surface,,,,1,14
Area,2.49576,um^2,Surface,,,,1,15
Contact surface area,1.435,um,Surface,,,,,0
Contact surface area,0.205,um,Surface,,,,,1
Contact surface area,0.825,um,Surface,,,,,2
Contact surface area,0.49,um,Surface,,,,,3
Contact surface area,0.015,um,Surface,,,,,4
Contact surface area,0.015,um,Surface,,,,,5
Contact surface area,2.415,um,Surface,,,,,6
Contact surface area,26.25,um,Surface,,,,,7
Contact surface area,0.0025,um,Surface,,,,,8
Contact surface area,0.7775,um,Surface,,,,,9
Contact surface area,0.065,um,Surface,,,,,10
Contact surface area,0.045,um,Surface,,,,,11
Contact surface area,0.015,um,Surface,,,,,12
Contact surface area,1.97,um,Surface,,,,,13
Contact surface area,1.2425,um,Surface,,,,,14
Contact surface area,3.645,um,Surface,,,,,15
Distance from Origin,147.129,um,Surface,,Distance from Origin,,1,0
Distance from Origin,157.938,um,Surface,,Distance from Origin,,1,1
Distance from Origin,153.395,um,Surface,,Distance from Origin,,1,2
Distance from Origin,153.241,um,Surface,,Distance from Origin,,1,3
Distance from Origin,153.357,um,Surface,,Distance from Origin,,1,4
Distance from Origin,149.405,um,Surface,,Distance from Origin,,1,5
Distance from Origin,153.632,um,Surface,,Distance from Origin,,1,6
Distance from Origin,157.831,um,Surface,,Distance from Origin,,1,7
Distance from Origin,142.169,um,Surface,,Distance from Origin,,1,8
Distance from Origin,142.108,um,Surface,,Distance from Origin,,1,9
Distance from Origin,140.594,um,Surface,,Distance from Origin,,1,10
Distance from Origin,132.488,um,Surface,,Distance from Origin,,1,11
Distance from Origin,132.582,um,Surface,,Distance from Origin,,1,12
Distance from Origin,142.534,um,Surface,,Distance from Origin,,1,13
Distance from Origin,142.396,um,Surface,,Distance from Origin,,1,14
Distance from Origin,142.043,um,Surface,,Distance from Origin,,1,15
Distance to Image Border XY,30.2371,um,Surface,,,Image 1,1,0
Distance to Image Border XY,24.975,um,Surface,,,Image 1,1,1
Distance to Image Border XY,27.4058,um,Surface,,,Image 1,1,2
Distance to Image Border XY,27.625,um,Surface,,,Image 1,1,3
Distance to Image Border XY,27.625,um,Surface,,,Image 1,1,4
Distance to Image Border XY,28.7132,um,Surface,,,Image 1,1,5
Distance to Image Border XY,27.6679,um,Surface,,,Image 1,1,6
Distance to Image Border XY,24.7571,um,Surface,,,Image 1,1,7
Distance to Image Border XY,23.075,um,Surface,,,Image 1,1,8
Distance to Image Border XY,23.075,um,Surface,,,Image 1,1,9
Distance to Image Border XY,21.0451,um,Surface,,,Image 1,1,10
Distance to Image Border XY,17.7392,um,Surface,,,Image 1,1,11
Distance to Image Border XY,17.975,um,Surface,,,Image 1,1,12
Distance to Image Border XY,22.0596,um,Surface,,,Image 1,1,13
Distance to Image Border XY,23.9805,um,Surface,,,Image 1,1,14
Distance to Image Border XY,23.9817,um,Surface,,,Image 1,1,15
Ellipticity (oblate),0.57216,,Surface,,,,1,0
Ellipticity (oblate),0.000800228,,Surface,,,,1,1
Ellipticity (oblate),0.518358,,Surface,,,,1,2
Ellipticity (oblate),0.468691,,Surface,,,,1,3
Ellipticity (oblate),0.527936,,Surface,,,,1,4
Ellipticity (oblate),0.572676,,Surface,,,,1,5
Ellipticity (oblate),0.58838,,Surface,,,,1,6
Ellipticity (oblate),0.637686,,Surface,,,,1,7
Ellipticity (oblate),0.528012,,Surface,,,,1,8
Ellipticity (oblate),0.528012,,Surface,,,,1,9
Ellipticity (oblate),0.333185,,Surface,,,,1,10
Ellipticity (oblate),0.494525,,Surface,,,,1,11
Ellipticity (oblate),0.516208,,Surface,,,,1,12
Ellipticity (oblate),0.787212,,Surface,,,,1,13
Ellipticity (oblate),0.654772,,Surface,,,,1,14
Ellipticity (oblate),0.268157,,Surface,,,,1,15
Ellipticity (prolate),0.25004,,Surface,,,,1,0
Ellipticity (prolate),0.00125744,,Surface,,,,1,1
Ellipticity (prolate),0.318362,,Surface,,,,1,2
Ellipticity (prolate),0.102283,,Surface,,,,1,3
Ellipticity (prolate),0.247613,,Surface,,,,1,4
Ellipticity (prolate),0.279627,,Surface,,,,1,5
Ellipticity (prolate),0.0475942,,Surface,,,,1,6
Ellipticity (prolate),0.172943,,Surface,,,,1,7
Ellipticity (prolate),0.247565,,Surface,,,,1,8
Ellipticity (prolate),0.247565,,Surface,,,,1,9
Ellipticity (prolate),0.307188,,Surface,,,,1,10
Ellipticity (prolate),0.243614,,Surface,,,,1,11
Ellipticity (prolate),0.316034,,Surface,,,,1,12
Ellipticity (prolate),0.130375,,Surface,,,,1,13
Ellipticity (prolate),0.0570607,,Surface,,,,1,14
Ellipticity (prolate),0.274334,,Surface,,,,1,15
Generation,0,,Surface,,,,1,0
Generation,0,,Surface,,,,1,1
Generation,0,,Surface,,,,1,2
Generation,0,,Surface,,,,1,3
Generation,0,,Surface,,,,1,4
Generation,0,,Surface,,,,1,5
Generation,0,,Surface,,,,1,6
Generation,0,,Surface,,,,1,7
Generation,0,,Surface,,,,1,8
Generation,0,,Surface,,,,1,9
Generation,0,,Surface,,,,1,10
Generation,0,,Surface,,,,1,11
Generation,0,,Surface,,,,1,12
Generation,0,,Surface,,,,1,13
Generation,0,,Surface,,,,1,14
Generation,0,,Surface,,,,1,15
Intensity Max,2,,Surface,1,,Image 1,1,0
Intensity Max,29,,Surface,2,,Image 1,1,0
Intensity Max,1,,Surface,3,,Image 1,1,0
Intensity Max,25,,Surface,4,,Image 1,1,0
Intensity Max,1,,Surface,1,,Image 1,1,1
Intensity Max,22,,Surface,2,,Image 1,1,1
Intensity Max,0,,Surface,3,,Image 1,1,1
Intensity Max,0,,Surface,4,,Image 1,1,1
Intensity Max,6,,Surface,1,,Image 1,1,2
Intensity Max,14,,Surface,2,,Image 1,1,2
Intensity Max,1,,Surface,3,,Image 1,1,2
Intensity Max,1,,Surface,4,,Image 1,1,2
Intensity Max,3,,Surface,1,,Image 1,1,3
Intensity Max,18,,Surface,2,,Image 1,1,3
Intensity Max,0,,Surface,3,,Image 1,1,3
Intensity Max,1,,Surface,4,,Image 1,1,3
Intensity Max,2,,Surface,1,,Image 1,1,4
Intensity Max,27,,Surface,2,,Image 1,1,4
Intensity Max,1,,Surface,3,,Image 1,1,4
Intensity Max,2,,Surface,4,,Image 1,1,4
Intensity Max,6,,Surface,1,,Image 1,1,5
Intensity Max,29,,Surface,2,,Image 1,1,5
Intensity Max,2,,Surface,3,,Image 1,1,5
Intensity Max,44,,Surface,4,,Image 1,1,5
Intensity Max,5,,Surface,1,,Image 1,1,6
Intensity Max,31,,Surface,2,,Image 1,1,6
Intensity Max,1,,Surface,3,,Image 1,1,6
Intensity Max,16,,Surface,4,,Image 1,1,6
Intensity Max,3,,Surface,1,,Image 1,1,7
Intensity Max,33,,Surface,2,,Image 1,1,7
Intensity Max,1,,Surface,3,,Image 1,1,7
Intensity Max,13,,Surface,4,,Image 1,1,7
Intensity Max,1,,Surface,1,,Image 1,1,8
Intensity Max,23,,Surface,2,,Image 1,1,8
Intensity Max,1,,Surface,3,,Image 1,1,8
Intensity Max,0,,Surface,4,,Image 1,1,8
Intensity Max,2,,Surface,1,,Image 1,1,9
Intensity Max,18,,Surface,2,,Image 1,1,9
Intensity Max,1,,Surface,3,,Image 1,1,9
Intensity Max,0,,Surface,4,,Image 1,1,9
Intensity Max,6,,Surface,1,,Image 1,1,10
Intensity Max,29,,Surface,2,,Image 1,1,10
Intensity Max,2,,Surface,3,,Image 1,1,10
Intensity Max,44,,Surface,4,,Image 1,1,10
Intensity Max,3,,Surface,1,,Image 1,1,11
Intensity Max,20,,Surface,2,,Image 1,1,11
Intensity Max,2,,Surface,3,,Image 1,1,11
Intensity Max,14,,Surface,4,,Image 1,1,11
Intensity Max,6,,Surface,1,,Image 1,1,12
Intensity Max,17,,Surface,2,,Image 1,1,12
Intensity Max,1,,Surface,3,,Image 1,1,12
Intensity Max,23,,Surface,4,,Image 1,1,12
Intensity Max,12,,Surface,1,,Image 1,1,13
Intensity Max,42,,Surface,2,,Image 1,1,13
Intensity Max,4,,Surface,3,,Image 1,1,13
Intensity Max,69,,Surface,4,,Image 1,1,13
Intensity Max,6,,Surface,1,,Image 1,1,14
Intensity Max,12,,Surface,2,,Image 1,1,14
Intensity Max,1,,Surface,3,,Image 1,1,14
Intensity Max,9,,Surface,4,,Image 1,1,14
Intensity Max,3,,Surface,1,,Image 1,1,15
Intensity Max,31,,Surface,2,,Image 1,1,15
Intensity Max,1,,Surface,3,,Image 1,1,15
Intensity Max,20,,Surface,4,,Image 1,1,15
Intensity Mean,0.674044,,Surface,1,,Image 1,1,0
Intensity Mean,15.8531,,Surface,2,,Image 1,1,0
