
Detailed
 ==================== 
Variable,Value,Unit,Category,Collection,Image,Time,ID,
Ellipticity (prolate),0.218059,,Surface,,,1,226,
Ellipticity (prolate),0.818399,,Surface,,,1,228,
Ellipticity (prolate),0.558253,,Surface,,,1,229,
Ellipticity (prolate),0.494497,,Surface,,,1,231,
Ellipticity (prolate),0.321848,,Surface,,,1,233,
Ellipticity (prolate),0.516255,,Surface,,,1,234,
Ellipticity (prolate),0.634699,,Surface,,,1,235,
Ellipticity (prolate),0.412574,,Surface,,,1,236,
Ellipticity (prolate),0.186504,,Surface,,,1,238,
Ellipticity (prolate),0.489005,,Surface,,,1,239,
Ellipticity (prolate),0.356786,,Surface,,,1,240,
Ellipticity (prolate),0.341993,,Surface,,,1,241,
Ellipticity (prolate),0.301925,,Surface,,,1,242,
Ellipticity (prolate),0.370167,,Surface,,,1,245,
Ellipticity (prolate),0.372322,,Surface,,,1,246,
Ellipticity (prolate),0.406805,,Surface,,,1,248,
Ellipticity (prolate),0.576411,,Surface,,,1,251,
Ellipticity (prolate),0.35831,,Surface,,,1,252,
Ellipticity (prolate),0.445996,,Surface,,,1,253,
Ellipticity (prolate),0.727616,,Surface,,,1,254,
Ellipticity (prolate),0.316509,,Surface,,,1,256,
Ellipticity (prolate),0.17042,,Surface,,,1,257,
Ellipticity (prolate),0.578439,,Surface,,,1,258,
Ellipticity (prolate),0.434899,,Surface,,,1,259,
Ellipticity (prolate),0.425009,,Surface,,,1,260,
Ellipticity (prolate),0.656772,,Surface,,,1,261,
Generation,0,,Surface,,,1,131,
Generation,0,,Surface,,,1,135,
Generation,0,,Surface,,,1,136,
Generation,0,,Surface,,,1,137,
Generation,0,,Surface,,,1,138,
Generation,0,,Surface,,,1,139,
Generation,0,,Surface,,,1,143,
Generation,0,,Surface,,,1,145,
Generation,0,,Surface,,,1,146,
Generation,0,,Surface,,,1,147,
Generation,0,,Surface,,,1,148,
Generation,0,,Surface,,,1,149,
Generation,0,,Surface,,,1,150,
Generation,0,,Surface,,,1,152,
Generation,0,,Surface,,,1,153,
Generation,0,,Surface,,,1,154,
Generation,0,,Surface,,,1,155,
Generation,0,,Surface,,,1,156,
Generation,0,,Surface,,,1,158,
Generation,0,,Surface,,,1,159,
Generation,0,,Surface,,,1,161,
Generation,0,,Surface,,,1,162,
Generation,0,,Surface,,,1,163,
Generation,0,,Surface,,,1,164,
Generation,0,,Surface,,,1,166,
Generation,0,,Surface,,,1,167,
Generation,0,,Surface,,,1,169,
Generation,0,,Surface,,,1,171,
Generation,0,,Surface,,,1,173,
Generation,0,,Surface,,,1,174,
Generation,0,,Surface,,,1,176,
Generation,0,,Surface,,,1,177,
Generation,0,,Surface,,,1,178,
Generation,0,,Surface,,,1,179,
Generation,0,,Surface,,,1,180,
Generation,0,,Surface,,,1,181,
Generation,0,,Surface,,,1,182,
Generation,0,,Surface,,,1,183,
Generation,0,,Surface,,,1,184,
Generation,0,,Surface,,,1,185,
Generation,0,,Surface,,,1,186,
Generation,0,,Surface,,,1,188,
Generation,0,,Surface,,,1,189,
Generation,0,,Surface,,,1,190,
Generation,0,,Surface,,,1,191,
Generation,0,,Surface,,,1,192,
Generation,0,,Surface,,,1,193,
Generation,0,,Surface,,,1,194,
Generation,0,,Surface,,,1,195,
Generation,0,,Surface,,,1,196,
Generation,0,,Surface,,,1,197,
Generation,0,,Surface,,,1,198,
Generation,0,,Surface,,,1,200,
Generation,0,,Surface,,,1,202,
Generation,0,,Surface,,,1,203,
Generation,0,,Surface,,,1,205,
Generation,0,,Surface,,,1,206,
Generation,0,,Surface,,,1,208,
Generation,0,,Surface,,,1,209,
Generation,0,,Surface,,,1,210,
Generation,0,,Surface,,,1,211,
Generation,0,,Surface,,,1,212,
Generation,0,,Surface,,,1,213,
Generation,0,,Surface,,,1,214,
Generation,0,,Surface,,,1,215,
Generation,0,,Surface,,,1,216,
Generation,0,,Surface,,,1,217,
Generation,0,,Surface,,,1,218,
Generation,0,,Surface,,,1,219,
Generation,0,,Surface,,,1,221,
Generation,0,,Surface,,,1,222,
Generation,0,,Surface,,,1,223,
Generation,0,,Surface,,,1,224,
Generation,0,,Surface,,,1,225,
Generation,0,,Surface,,,1,226,
Generation,0,,Surface,,,1,228,
Generation,0,,Surface,,,1,229,
Generation,0,,Surface,,,1,231,
Generation,0,,Surface,,,1,233,
Generation,0,,Surface,,,1,234,
Generation,0,,Surface,,,1,235,
Generation,0,,Surface,,,1,236,
Generation,0,,Surface,,,1,238,
Generation,0,,Surface,,,1,239,
Generation,0,,Surface,,,1,240,
Generation,0,,Surface,,,1,241,
Generation,0,,Surface,,,1,242,
Generation,0,,Surface,,,1,245,
Generation,0,,Surface,,,1,246,
Generation,0,,Surface,,,1,248,
Generation,0,,Surface,,,1,251,
Generation,0,,Surface,,,1,252,
Generation,0,,Surface,,,1,253,
Generation,0,,Surface,,,1,254,
Generation,0,,Surface,,,1,256,
Generation,0,,Surface,,,1,257,
Generation,0,,Surface,,,1,258,
Generation,0,,Surface,,,1,259,
Generation,0,,Surface,,,1,260,
Generation,0,,Surface,,,1,261,
Number of Disconnected Components,1,,Surface,,,1,131,
Number of Disconnected Components,1,,Surface,,,1,135,
Number of Disconnected Components,1,,Surface,,,1,136,
Number of Disconnected Components,1,,Surface,,,1,137,
Number of Disconnected Components,1,,Surface,,,1,138,
Number of Disconnected Components,1,,Surface,,,1,139,
Number of Disconnected Components,1,,Surface,,,1,143,
Number of Disconnected Components,1,,Surface,,,1,145,
Number of Disconnected Components,1,,Surface,,,1,146,
Number of Disconnected Components,1,,Surface,,,1,147,
Number of Disconnected Components,1,,Surface,,,1,148,
Number of Disconnected Components,1,,Surface,,,1,149,
Number of Disconnected Components,1,,Surface,,,1,150,
Number of Disconnected Components,1,,Surface,,,1,152,
Number of Disconnected Components,1,,Surface,,,1,153,
Number of Disconnected Components,1,,Surface,,,1,154,
Number of Disconnected Components,1,,Surface,,,1,155,
Number of Disconnected Components,1,,Surface,,,1,156,
Number of Disconnected Components,1,,Surface,,,1,158,
Number of Disconnected Components,1,,Surface,,,1,159,
Number of Disconnected Components,1,,Surface,,,1,161,
Number of Disconnected Components,1,,Surface,,,1,162,
Number of Disconnected Components,1,,Surface,,,1,163,
Number of Disconnected Components,1,,Surface,,,1,164,
Number of Disconnected Components,1,,Surface,,,1,166,
Number of Disconnected Components,1,,Surface,,,1,167,
Number of Disconnected Components,1,,Surface,,,1,169,
Number of Disconnected Components,1,,Surface,,,1,171,
Number of Disconnected Components,1,,Surface,,,1,173,
Number of Disconnected Components,1,,Surface,,,1,174,
Number of Disconnected Components,1,,Surface,,,1,176,
Number of Disconnected Components,1,,Surface,,,1,177,
Number of Disconnected Components,1,,Surface,,,1,178,
Number of Disconnected Components,1,,Surface,,,1,179,
Number of Disconnected Components,1,,Surface,,,1,180,
Number of Disconnected Components,1,,Surface,,,1,181,
Number of Disconnected Components,1,,Surface,,,1,182,
Number of Disconnected Components,1,,Surface,,,1,183,
Number of Disconnected Components,1,,Surface,,,1,184,
Number of Disconnected Components,1,,Surface,,,1,185,
Number of Disconnected Components,1,,Surface,,,1,186,
Number of Disconnected Components,1,,Surface,,,1,188,
Number of Disconnected Components,1,,Surface,,,1,189,
Number of Disconnected Components,1,,Surface,,,1,190,
Number of Disconnected Components,1,,Surface,,,1,191,
Number of Disconnected Components,1,,Surface,,,1,192,
Number of Disconnected Components,1,,Surface,,,1,193,
Number of Disconnected Components,1,,Surface,,,1,194,
Number of Disconnected Components,1,,Surface,,,1,195,
Number of Disconnected Components,1,,Surface,,,1,196,
Number of Disconnected Components,1,,Surface,,,1,197,
Number of Disconnected Components,1,,Surface,,,1,198,
Number of Disconnected Components,1,,Surface,,,1,200,
Number of Disconnected Components,1,,Surface,,,1,202,
Number of Disconnected Components,1,,Surface,,,1,203,
Number of Disconnected Components,1,,Surface,,,1,205,
Number of Disconnected Components,1,,Surface,,,1,206,
Number of Disconnected Components,1,,Surface,,,1,208,
Number of Disconnected Components,1,,Surface,,,1,209,
Number of Disconnected Components,1,,Surface,,,1,210,
Number of Disconnected Components,1,,Surface,,,1,211,
Number of Disconnected Components,1,,Surface,,,1,212,
Number of Disconnected Components,1,,Surface,,,1,213,
Number of Disconnected Components,1,,Surface,,,1,214,
Number of Disconnected Components,1,,Surface,,,1,215,
Number of Disconnected Components,1,,Surface,,,1,216,
Number of Disconnected Components,1,,Surface,,,1,217,
Number of Disconnected Components,1,,Surface,,,1,218,
Number of Disconnected Components,1,,Surface,,,1,219,
Number of Disconnected Components,1,,Surface,,,1,221,
Number of Disconnected Components,1,,Surface,,,1,222,
Number of Disconnected Components,1,,Surface,,,1,223,
Number of Disconnected Components,1,,Surface,,,1,224,
Number of Disconnected Components,1,,Surface,,,1,225,
Number of Disconnected Components,1,,Surface,,,1,226,
Number of Disconnected Components,1,,Surface,,,1,228,
Number of Disconnected Components,1,,Surface,,,1,229,
Number of Disconnected Components,1,,Surface,,,1,231,
Number of Disconnected Components,1,,Surface,,,1,233,
Number of Disconnected Components,1,,Surface,,,1,234,
Number of Disconnected Components,1,,Surface,,,1,235,
Number of Disconnected Components,1,,Surface,,,1,236,
Number of Disconnected Components,1,,Surface,,,1,238,
Number of Disconnected Components,1,,Surface,,,1,239,
Number of Disconnected Components,1,,Surface,,,1,240,
Number of Disconnected Components,1,,Surface,,,1,241,
Number of Disconnected Components,1,,Surface,,,1,242,
Number of Disconnected Components,1,,Surface,,,1,245,
Number of Disconnected Components,1,,Surface,,,1,246,
Number of Disconnected Components,1,,Surface,,,1,248,
Number of Disconnected Components,1,,Surface,,,1,251,
Number of Disconnected Components,1,,Surface,,,1,252,
Number of Disconnected Components,1,,Surface,,,1,253,
Number of Disconnected Components,1,,Surface,,,1,254,
Number of Disconnected Components,1,,Surface,,,1,256,
Number of Disconnected Components,1,,Surface,,,1,257,
Number of Disconnected Components,1,,Surface,,,1,258,
Number of Disconnected Components,1,,Surface,,,1,259,
Number of Disconnected Components,1,,Surface,,,1,260,
Number of Disconnected Components,1,,Surface,,,1,261,
Position X,80.6149,um,Surface,Position,,1,131,
Position X,76.6407,um,Surface,Position,,1,135,
Position X,75.8426,um,Surface,Position,,1,136,
Position X,78.1126,um,Surface,Position,,1,137,
Position X,78.5697,um,Surface,Position,,1,138,
Position X,81.1429,um,Surface,Position,,1,139,
Position X,73.658,um,Surface,Position,,1,143,
Position X,70.4322,um,Surface,Position,,1,145,
Position X,79.4809,um,Surface,Position,,1,146,
Position X,83.1848,um,Surface,Position,,1,147,
Position X,70.4948,um,Surface,Position,,1,148,
Position X,77.4986,um,Surface,Position,,1,149,
Position X,71.2497,um,Surface,Position,,1,150,
Position X,67.9722,um,Surface,Position,,1,152,
Position X,68.6426,um,Surface,Position,,1,153,
Position X,65.2687,um,Surface,Position,,1,154,
Position X,55.2887,um,Surface,Position,,1,155,
Position X,72.6433,um,Surface,Position,,1,156,
Position X,63.6613,um,Surface,Position,,1,158,
Position X,63.3683,um,Surface,Position,,1,159,
Position X,56.0133,um,Surface,Position,,1,161,
Position X,63.4197,um,Surface,Position,,1,162,
Position X,63.888,um,Surface,Position,,1,163,
Position X,60.4604,um,Surface,Position,,1,164,
Position X,44.3548,um,Surface,Position,,1,166,
Position X,65.5928,um,Surface,Position,,1,167,
Position X,85.1993,um,Surface,Position,,1,169,
Position X,109.203,um,Surface,Position,,1,171,
Position X,80.7208,um,Surface,Position,,1,173,
Position X,90.4891,um,Surface,Position,,1,174,
Position X,80.8149,um,Surface,Position,,1,176,
Position X,89.9369,um,Surface,Position,,1,177,
Position X,77.645,um,Surface,Position,,1,178,
Position X,74.843,um,Surface,Position,,1,179,
Position X,76.561,um,Surface,Position,,1,180,
Position X,62.8536,um,Surface,Position,,1,181,
Position X,66.8334,um,Surface,Position,,1,182,
Position X,65.683,um,Surface,Position,,1,183,
Position X,45.6374,um,Surface,Position,,1,184,
Position X,46.9307,um,Surface,Position,,1,185,
Position X,64.492,um,Surface,Position,,1,186,
Position X,49.4319,um,Surface,Position,,1,188,
Position X,48.9369,um,Surface,Position,,1,189,
Position X,43.7233,um,Surface,Position,,1,190,
Position X,41.3531,um,Surface,Position,,1,191,
Position X,45.4003,um,Surface,Position,,1,192,
Position X,34.0294,um,Surface,Position,,1,193,
Position X,39.1541,um,Surface,Position,,1,194,
Position X,41.5068,um,Surface,Position,,1,195,
Position X,105.324,um,Surface,Position,,1,196,
Position X,36.2309,um,Surface,Position,,1,197,
Position X,37.8456,um,Surface,Position,,1,198,
Position X,99.9249,um,Surface,Position,,1,200,
Position X,80.469,um,Surface,Position,,1,202,
Position X,102.282,um,Surface,Position,,1,203,
Position X,82.7255,um,Surface,Position,,1,205,
Position X,81.3999,um,Surface,Position,,1,206,
Position X,84.1981,um,Surface,Position,,1,208,
Position X,84.795,um,Surface,Position,,1,209,
Position X,87.0579,um,Surface,Position,,1,210,
Position X,82.4918,um,Surface,Position,,1,211,
Position X,80.0409,um,Surface,Position,,1,212,
Position X,90.2149,um,Surface,Position,,1,213,
Position X,59.6625,um,Surface,Position,,1,214,
Position X,58.3495,um,Surface,Position,,1,215,
Position X,77.1898,um,Surface,Position,,1,216,
Position X,52.7128,um,Surface,Position,,1,217,
Position X,58.3987,um,Surface,Position,,1,218,
Position X,52.7166,um,Surface,Position,,1,219,
Position X,48.5178,um,Surface,Position,,1,221,
Position X,51.6312,um,Surface,Position,,1,222,
Position X,30.5446,um,Surface,Position,,1,223,
Position X,36.5414,um,Surface,Position,,1,224,
Position X,40.6402,um,Surface,Position,,1,225,
Position X,98.6706,um,Surface,Position,,1,226,
Position X,33.0857,um,Surface,Position,,1,228,
Position X,87.6437,um,Surface,Position,,1,229,
Position X,100.762,um,Surface,Position,,1,231,
Position X,72.6833,um,Surface,Position,,1,233,
Position X,73.4915,um,Surface,Position,,1,234,
Position X,59.6434,um,Surface,Position,,1,235,
Position X,61.9986,um,Surface,Position,,1,236,
Position X,60.0341,um,Surface,Position,,1,238,
Position X,56.7148,um,Surface,Position,,1,239,
Position X,59.0644,um,Surface,Position,,1,240,
Position X,45.6234,um,Surface,Position,,1,241,
Position X,40.5699,um,Surface,Position,,1,242,
Position X,38.9444,um,Surface,Position,,1,245,
Position X,40.2017,um,Surface,Position,,1,246,
Position X,37.9393,um,Surface,Position,,1,248,
Position X,71.3943,um,Surface,Position,,1,251,
Position X,71.1828,um,Surface,Position,,1,252,
Position X,61.2427,um,Surface,Position,,1,253,
Position X,59.2732,um,Surface,Position,,1,254,
Position X,30.1881,um,Surface,Position,,1,256,
Position X,52.5213,um,Surface,Position,,1,257,
Position X,54.539,um,Surface,Position,,1,258,
Position X,49.9245,um,Surface,Position,,1,259,
Position X,63.8924,um,Surface,Position,,1,260,
Position X,84.8511,um,Surface,Position,,1,261,
Position Y,24.3228,um,Surface,Position,,1,131,
Position Y,33.5264,um,Surface,Position,,1,135,
Position Y,27.1455,um,Surface,Position,,1,136,
Position Y,26.565,um,Surface,Position,,1,137,
Position Y,41.3667,um,Surface,Position,,1,138,
Position Y,42.6412,um,Surface,Position,,1,139,
Position Y,24.03,um,Surface,Position,,1,143,
Position Y,21.4625,um,Surface,Position,,1,145,
Position Y,23.5308,um,Surface,Position,,1,146,
Position Y,23.5284,um,Surface,Position,,1,147,
Position Y,25.36,um,Surface,Position,,1,148,
Position Y,24.327,um,Surface,Position,,1,149,
Position Y,25.0083,um,Surface,Position,,1,150,
Position Y,23.8533,um,Surface,Position,,1,152,
Position Y,21.6423,um,Surface,Position,,1,153,
Position Y,25.6094,um,Surface,Position,,1,154,
Position Y,23.5604,um,Surface,Position,,1,155,
Position Y,23.8674,um,Surface,Position,,1,156,
Position Y,22.2776,um,Surface,Position,,1,158,
Position Y,16.2769,um,Surface,Position,,1,159,
Position Y,23.059,um,Surface,Position,,1,161,
Position Y,19.7394,um,Surface,Position,,1,162,
Position Y,10.2,um,Surface,Position,,1,163,
Position Y,5.3,um,Surface,Position,,1,164,
Position Y,40.8333,um,Surface,Position,,1,166,
Position Y,39.2552,um,Surface,Position,,1,167,
Position Y,31.9105,um,Surface,Position,,1,169,
Position Y,25.7211,um,Surface,Position,,1,171,
Position Y,30.2776,um,Surface,Position,,1,173,
Position Y,31.1369,um,Surface,Position,,1,174,
Position Y,28.3191,um,Surface,Position,,1,176,
Position Y,33.2333,um,Surface,Position,,1,177,
Position Y,32.1571,um,Surface,Position,,1,178,
Position Y,32.5362,um,Surface,Position,,1,179,
Position Y,32.7255,um,Surface,Position,,1,180,
Position Y,32.2,um,Surface,Position,,1,181,
Position Y,35.5571,um,Surface,Position,,1,182,
Position Y,33.7055,um,Surface,Position,,1,183,
Position Y,33.5732,um,Surface,Position,,1,184,
Position Y,37.0667,um,Surface,Position,,1,185,
Position Y,32.3989,um,Surface,Position,,1,186,
Position Y,29.8333,um,Surface,Position,,1,188,
Position Y,32.4881,um,Surface,Position,,1,189,
Position Y,33.8876,um,Surface,Position,,1,190,
Position Y,33.5657,um,Surface,Position,,1,191,
Position Y,30.3311,um,Surface,Position,,1,192,
Position Y,26.1594,um,Surface,Position,,1,193,
Position Y,26.8087,um,Surface,Position,,1,194,
Position Y,32.2833,um,Surface,Position,,1,195,
Position Y,15.5918,um,Surface,Position,,1,196,
Position Y,33.7711,um,Surface,Position,,1,197,
Position Y,34.2263,um,Surface,Position,,1,198,
Position Y,18.7462,um,Surface,Position,,1,200,
Position Y,22.364,um,Surface,Position,,1,202,
Position Y,15.9611,um,Surface,Position,,1,203,
Position Y,22.6091,um,Surface,Position,,1,205,
Position Y,23.5303,um,Surface,Position,,1,206,
Position Y,15.8964,um,Surface,Position,,1,208,
Position Y,21.7564,um,Surface,Position,,1,209,
Position Y,21.7462,um,Surface,Position,,1,210,
Position Y,14.9919,um,Surface,Position,,1,211,
Position Y,16.2273,um,Surface,Position,,1,212,
Position Y,19.9292,um,Surface,Position,,1,213,
Position Y,19.8236,um,Surface,Position,,1,214,
Position Y,24.1018,um,Surface,Position,,1,215,
Position Y,22.3842,um,Surface,Position,,1,216,
Position Y,15.9979,um,Surface,Position,,1,217,
Position Y,14.9213,um,Surface,Position,,1,218,
Position Y,14.56,um,Surface,Position,,1,219,
Position Y,13.9091,um,Surface,Position,,1,221,
Position Y,20.1,um,Surface,Position,,1,222,
Position Y,23.5219,um,Surface,Position,,1,223,
Position Y,25.4453,um,Surface,Position,,1,224,
Position Y,13.6862,um,Surface,Position,,1,225,
Position Y,11.4529,um,Surface,Position,,1,226,
Position Y,22.5588,um,Surface,Position,,1,228,
Position Y,7.64118,um,Surface,Position,,1,229,
Position Y,11.0152,um,Surface,Position,,1,231,
Position Y,2.51961,um,Surface,Position,,1,233,
Position Y,5.04043,um,Surface,Position,,1,234,
Position Y,6.78657,um,Surface,Position,,1,235,
Position Y,12.1917,um,Surface,Position,,1,236,
Position Y,13.0429,um,Surface,Position,,1,238,
Position Y,11.3659,um,Surface,Position,,1,239,
Position Y,11.504,um,Surface,Position,,1,240,
Position Y,12.5185,um,Surface,Position,,1,241,
Position Y,10.5057,um,Surface,Position,,1,242,
Position Y,9.05455,um,Surface,Position,,1,245,
Position Y,12.3811,um,Surface,Position,,1,246,
Position Y,9.08889,um,Surface,Position,,1,248,
Position Y,37.33,um,Surface,Position,,1,251,
Position Y,39.6797,um,Surface,Position,,1,252,
Position Y,27.2161,um,Surface,Position,,1,253,
Position Y,28.0951,um,Surface,Position,,1,254,
Position Y,26.5452,um,Surface,Position,,1,256,
Position Y,28.5483,um,Surface,Position,,1,257,
Position Y,31.2395,um,Surface,Position,,1,258,
Position Y,22.5154,um,Surface,Position,,1,259,
Position Y,25.2924,um,Surface,Position,,1,260,
Position Y,13.987,um,Surface,Position,,1,261,
Position Z,15.7024,um,Surface,Position,,1,131,
Position Z,14.5415,um,Surface,Position,,1,135,
Position Z,15.4143,um,Surface,Position,,1,136,
Position Z,13.545,um,Surface,Position,,1,137,
Position Z,12.075,um,Surface,Position,,1,138,
Position Z,14.6765,um,Surface,Position,,1,139,
Position Z,18.315,um,Surface,Position,,1,143,
Position Z,15.9562,um,Surface,Position,,1,145,
Position Z,11.9538,um,Surface,Position,,1,146,
Position Z,15.5908,um,Surface,Position,,1,147,
Position Z,14.7,um,Surface,Position,,1,148,
Position Z,16.2742,um,Surface,Position,,1,149,
Position Z,15.8562,um,Surface,Position,,1,150,
Position Z,14.1,um,Surface,Position,,1,152,
Position Z,15.2638,um,Surface,Position,,1,153,
Position Z,15.6186,um,Surface,Position,,1,154,
Position Z,16.2623,um,Surface,Position,,1,155,
Position Z,14.4015,um,Surface,Position,,1,156,
Position Z,15.0379,um,Surface,Position,,1,158,
Position Z,14.6337,um,Surface,Position,,1,159,
Position Z,13.6392,um,Surface,Position,,1,161,
Position Z,13.3204,um,Surface,Position,,1,162,
Position Z,13.35,um,Surface,Position,,1,163,
Position Z,14.6379,um,Surface,Position,,1,164,
Position Z,11.19,um,Surface,Position,,1,166,
Position Z,8.34403,um,Surface,Position,,1,167,
Position Z,10.9421,um,Surface,Position,,1,169,
Position Z,9.17368,um,Surface,Position,,1,171,
Position Z,10.1974,um,Surface,Position,,1,173,
Position Z,9.97385,um,Surface,Position,,1,174,
Position Z,10.0803,um,Surface,Position,,1,176,
Position Z,9.52222,um,Surface,Position,,1,177,
Position Z,10.5,um,Surface,Position,,1,178,
Position Z,10.8343,um,Surface,Position,,1,179,
Position Z,10.7727,um,Surface,Position,,1,180,
Position Z,9.575,um,Surface,Position,,1,181,
Position Z,8.08896,um,Surface,Position,,1,182,
Position Z,9.04931,um,Surface,Position,,1,183,
Position Z,11.2451,um,Surface,Position,,1,184,
Position Z,11.35,um,Surface,Position,,1,185,
Position Z,8.86813,um,Surface,Position,,1,186,
Position Z,10.632,um,Surface,Position,,1,188,
Position Z,11.1537,um,Surface,Position,,1,189,
Position Z,9.52345,um,Surface,Position,,1,190,
Position Z,9.51045,um,Surface,Position,,1,191,
Position Z,10.02,um,Surface,Position,,1,192,
Position Z,11.1281,um,Surface,Position,,1,193,
Position Z,11.263,um,Surface,Position,,1,194,
Position Z,8.3125,um,Surface,Position,,1,195,
Position Z,8.64353,um,Surface,Position,,1,196,
Position Z,8.95333,um,Surface,Position,,1,197,
Position Z,9.72632,um,Surface,Position,,1,198,
Position Z,9.64615,um,Surface,Position,,1,200,
Position Z,11.652,um,Surface,Position,,1,202,
Position Z,9.04884,um,Surface,Position,,1,203,
Position Z,11.4426,um,Surface,Position,,1,205,
Position Z,11.3545,um,Surface,Position,,1,206,
Position Z,10.608,um,Surface,Position,,1,208,
Position Z,10.5199,um,Surface,Position,,1,209,
Position Z,10.8692,um,Surface,Position,,1,210,
Position Z,8.61943,um,Surface,Position,,1,211,
Position Z,8.89091,um,Surface,Position,,1,212,
Position Z,9.75833,um,Surface,Position,,1,213,
Position Z,11.5382,um,Surface,Position,,1,214,
Position Z,12.074,um,Surface,Position,,1,215,
Position Z,12.3461,um,Surface,Position,,1,216,
Position Z,9.3,um,Surface,Position,,1,217,
Position Z,10.4891,um,Surface,Position,,1,218,
Position Z,10.23,um,Surface,Position,,1,219,
Position Z,9.58636,um,Surface,Position,,1,221,
Position Z,11.8794,um,Surface,Position,,1,222,
Position Z,8.20312,um,Surface,Position,,1,223,
Position Z,11.8641,um,Surface,Position,,1,224,
Position Z,9,um,Surface,Position,,1,225,
Position Z,9,um,Surface,Position,,1,226,
Position Z,8.33909,um,Surface,Position,,1,228,
Position Z,10.9471,um,Surface,Position,,1,229,
Position Z,9.27173,um,Surface,Position,,1,231,
Position Z,11.6941,um,Surface,Position,,1,233,
Position Z,11.7447,um,Surface,Position,,1,234,
Position Z,10.0746,um,Surface,Position,,1,235,
Position Z,10.3687,um,Surface,Position,,1,236,
Position Z,8.63036,um,Surface,Position,,1,238,
Position Z,9.63409,um,Surface,Position,,1,239,
Position Z,9.882,um,Surface,Position,,1,240,
Position Z,9.86855,um,Surface,Position,,1,241,
Position Z,9.66857,um,Surface,Position,,1,242,
Position Z,9.94091,um,Surface,Position,,1,245,
Position Z,9.21892,um,Surface,Position,,1,246,
Position Z,8.93333,um,Surface,Position,,1,248,
Position Z,6.99429,um,Surface,Position,,1,251,
Position Z,6.71772,um,Surface,Position,,1,252,
Position Z,5.34126,um,Surface,Position,,1,253,
Position Z,8.75019,um,Surface,Position,,1,254,
Position Z,7.13214,um,Surface,Position,,1,256,
Position Z,4.28276,um,Surface,Position,,1,257,
Position Z,4.98488,um,Surface,Position,,1,258,
Position Z,5.22,um,Surface,Position,,1,259,
Position Z,4.74293,um,Surface,Position,,1,260,
Position Z,7.7,um,Surface,Position,,1,261,
Sphericity,0.921534,,Surface,,,1,131,
Sphericity,0.910928,,Surface,,,1,135,
Sphericity,0.967745,,Surface,,,1,136,
Sphericity,0.959259,,Surface,,,1,137,
Sphericity,0.932943,,Surface,,,1,138,
Sphericity,0.955628,,Surface,,,1,139,
Sphericity,0.976671,,Surface,,,1,143,
Sphericity,0.918637,,Surface,,,1,145,
Sphericity,0.907306,,Surface,,,1,146,
Sphericity,0.911596,,Surface,,,1,147,
Sphericity,0.853429,,Surface,,,1,148,
Sphericity,0.805356,,Surface,,,1,149,
Sphericity,0.921331,,Surface,,,1,150,
Sphericity,0.955349,,Surface,,,1,152,
Sphericity,0.938093,,Surface,,,1,153,
Sphericity,0.762487,,Surface,,,1,154,
Sphericity,0.967414,,Surface,,,1,155,
Sphericity,0.691296,,Surface,,,1,156,
Sphericity,0.550103,,Surface,,,1,158,
Sphericity,0.938406,,Surface,,,1,159,
Sphericity,0.650643,,Surface,,,1,161,
Sphericity,0.913901,,Surface,,,1,162,
Sphericity,0.932142,,Surface,,,1,163,
Sphericity,0.956953,,Surface,,,1,164,
Sphericity,0.882322,,Surface,,,1,166,
Sphericity,0.953595,,Surface,,,1,167,
Sphericity,0.942887,,Surface,,,1,169,
Sphericity,0.931032,,Surface,,,1,171,
Sphericity,0.777309,,Surface,,,1,173,
Sphericity,0.970119,,Surface,,,1,174,
Sphericity,0.946699,,Surface,,,1,176,
Sphericity,0.955734,,Surface,,,1,177,
Sphericity,0.900487,,Surface,,,1,178,
Sphericity,0.936177,,Surface,,,1,179,
Sphericity,0.929408,,Surface,,,1,180,
Sphericity,0.871069,,Surface,,,1,181,
Sphericity,0.839483,,Surface,,,1,182,
Sphericity,0.92753,,Surface,,,1,183,
Sphericity,0.958772,,Surface,,,1,184,
Sphericity,0.952928,,Surface,,,1,185,
Sphericity,0.896394,,Surface,,,1,186,
Sphericity,0.835436,,Surface,,,1,188,
Sphericity,0.888808,,Surface,,,1,189,
Sphericity,0.941591,,Surface,,,1,190,
Sphericity,0.960044,,Surface,,,1,191,
Sphericity,0.948902,,Surface,,,1,192,
Sphericity,0.935992,,Surface,,,1,193,
Sphericity,0.951149,,Surface,,,1,194,
Sphericity,0.956338,,Surface,,,1,195,
Sphericity,0.945184,,Surface,,,1,196,
Sphericity,0.958703,,Surface,,,1,197,
Sphericity,0.831555,,Surface,,,1,198,
Sphericity,0.960106,,Surface,,,1,200,
Sphericity,0.946064,,Surface,,,1,202,
Sphericity,0.849679,,Surface,,,1,203,
Sphericity,0.877306,,Surface,,,1,205,
Sphericity,0.922762,,Surface,,,1,206,
Sphericity,0.935586,,Surface,,,1,208,
Sphericity,0.938305,,Surface,,,1,209,
Sphericity,0.944835,,Surface,,,1,210,
Sphericity,0.912801,,Surface,,,1,211,
Sphericity,0.927285,,Surface,,,1,212,
Sphericity,0.954031,,Surface,,,1,213,
Sphericity,0.764966,,Surface,,,1,214,
Sphericity,0.63021,,Surface,,,1,215,
Sphericity,0.870909,,Surface,,,1,216,
Sphericity,0.969716,,Surface,,,1,217,
Sphericity,0.905177,,Surface,,,1,218,
