Detailed,,,,,,,,
 ==================== ,,,,,,,,
Variable,Value,Unit,Category,Channel,Collection,Image,Time,ID
Distance from Origin,114.96,um,Surface,,Distance from Origin,,1,23
Distance from Origin,112.83,um,Surface,,Distance from Origin,,1,24
Distance from Origin,112.932,um,Surface,,Distance from Origin,,1,25
Distance from Origin,112.875,um,Surface,,Distance from Origin,,1,26
Distance from Origin,111.377,um,Surface,,Distance from Origin,,1,27
Distance from Origin,113.169,um,Surface,,Distance from Origin,,1,28
Distance from Origin,111.843,um,Surface,,Distance from Origin,,1,29
Distance from Origin,109.898,um,Surface,,Distance from Origin,,1,30
Distance from Origin,110.789,um,Surface,,Distance from Origin,,1,31
Distance from Origin,117.147,um,Surface,,Distance from Origin,,1,32
Distance from Origin,117.406,um,Surface,,Distance from Origin,,1,33
Distance from Origin,115.811,um,Surface,,Distance from Origin,,1,34
Distance from Origin,112.317,um,Surface,,Distance from Origin,,1,35
Distance from Origin,113.148,um,Surface,,Distance from Origin,,1,36
Distance from Origin,112.05,um,Surface,,Distance from Origin,,1,37
Distance from Origin,111.225,um,Surface,,Distance from Origin,,1,38
Distance from Origin,110.401,um,Surface,,Distance from Origin,,1,39
Distance from Origin,112.293,um,Surface,,Distance from Origin,,1,40
Distance from Origin,112.825,um,Surface,,Distance from Origin,,1,41
Distance from Origin,129.855,um,Surface,,Distance from Origin,,1,42
Distance to Image Border XY,49.1043,um,Surface,,,Image 1,1,0
Distance to Image Border XY,42.575,um,Surface,,,Image 1,1,1
Distance to Image Border XY,43.554,um,Surface,,,Image 1,1,2
Distance to Image Border XY,48.825,um,Surface,,,Image 1,1,3
Distance to Image Border XY,42.5917,um,Surface,,,Image 1,1,4
Distance to Image Border XY,39.82,um,Surface,,,Image 1,1,5
Distance to Image Border XY,34.8324,um,Surface,,,Image 1,1,6
Distance to Image Border XY,34.6231,um,Surface,,,Image 1,1,7
Distance to Image Border XY,54.213,um,Surface,,,Image 1,1,8
Distance to Image Border XY,45.825,um,Surface,,,Image 1,1,9
Distance to Image Border XY,46.225,um,Surface,,,Image 1,1,10
Distance to Image Border XY,40.975,um,Surface,,,Image 1,1,11
Distance to Image Border XY,40.025,um,Surface,,,Image 1,1,12
Distance to Image Border XY,34.775,um,Surface,,,Image 1,1,13
Distance to Image Border XY,34.975,um,Surface,,,Image 1,1,14
Distance to Image Border XY,35.175,um,Surface,,,Image 1,1,15
Distance to Image Border XY,52.0868,um,Surface,,,Image 1,1,16
Distance to Image Border XY,50.4359,um,Surface,,,Image 1,1,17
Distance to Image Border XY,50.225,um,Surface,,,Image 1,1,18
Distance to Image Border XY,49.2736,um,Surface,,,Image 1,1,19
Distance to Image Border XY,48.22,um,Surface,,,Image 1,1,20
Distance to Image Border XY,45.825,um,Surface,,,Image 1,1,21
Distance to Image Border XY,46.0709,um,Surface,,,Image 1,1,22
Distance to Image Border XY,45.5681,um,Surface,,,Image 1,1,23
Distance to Image Border XY,39.805,um,Surface,,,Image 1,1,24
Distance to Image Border XY,43.6306,um,Surface,,,Image 1,1,25
Distance to Image Border XY,43.0742,um,Surface,,,Image 1,1,26
Distance to Image Border XY,39.825,um,Surface,,,Image 1,1,27
Distance to Image Border XY,42.3898,um,Surface,,,Image 1,1,28
Distance to Image Border XY,34.775,um,Surface,,,Image 1,1,29
Distance to Image Border XY,34.685,um,Surface,,,Image 1,1,30
Distance to Image Border XY,33.4058,um,Surface,,,Image 1,1,31
Distance to Image Border XY,48.025,um,Surface,,,Image 1,1,32
Distance to Image Border XY,48.6101,um,Surface,,,Image 1,1,33
Distance to Image Border XY,44.3241,um,Surface,,,Image 1,1,34
Distance to Image Border XY,33.025,um,Surface,,,Image 1,1,35
Distance to Image Border XY,32.5909,um,Surface,,,Image 1,1,36
Distance to Image Border XY,35.2386,um,Surface,,,Image 1,1,37
Distance to Image Border XY,33.6225,um,Surface,,,Image 1,1,38
Distance to Image Border XY,34.0062,um,Surface,,,Image 1,1,39
Distance to Image Border XY,39.1331,um,Surface,,,Image 1,1,40
Distance to Image Border XY,40.0206,um,Surface,,,Image 1,1,41
Distance to Image Border XY,23.2333,um,Surface,,,Image 1,1,42
Ellipticity (oblate),0.431428,,Surface,,,,1,0
Ellipticity (oblate),0.670554,,Surface,,,,1,1
Ellipticity (oblate),0.565283,,Surface,,,,1,2
Ellipticity (oblate),0.670554,,Surface,,,,1,3
Ellipticity (oblate),0.468691,,Surface,,,,1,4
Ellipticity (oblate),0.490896,,Surface,,,,1,5
Ellipticity (oblate),0.0997064,,Surface,,,,1,6
Ellipticity (oblate),0.150737,,Surface,,,,1,7
Ellipticity (oblate),0.582096,,Surface,,,,1,8
Ellipticity (oblate),0.527969,,Surface,,,,1,9
Ellipticity (oblate),0.527975,,Surface,,,,1,10
Ellipticity (oblate),0.527981,,Surface,,,,1,11
Ellipticity (oblate),0.000219295,,Surface,,,,1,12
Ellipticity (oblate),0.527997,,Surface,,,,1,13
Ellipticity (oblate),0.52803,,Surface,,,,1,14
Ellipticity (oblate),0.527965,,Surface,,,,1,15
Ellipticity (oblate),0.415084,,Surface,,,,1,16
Ellipticity (oblate),0.545567,,Surface,,,,1,17
Ellipticity (oblate),0.593844,,Surface,,,,1,18
Ellipticity (oblate),0.847997,,Surface,,,,1,19
Ellipticity (oblate),0.220298,,Surface,,,,1,20
Ellipticity (oblate),0.770979,,Surface,,,,1,21
Ellipticity (oblate),0.857501,,Surface,,,,1,22
Ellipticity (oblate),0.721321,,Surface,,,,1,23
Ellipticity (oblate),0.529839,,Surface,,,,1,24
Ellipticity (oblate),0.502747,,Surface,,,,1,25
Ellipticity (oblate),0.448704,,Surface,,,,1,26
Ellipticity (oblate),0.527961,,Surface,,,,1,27
Ellipticity (oblate),0.869918,,Surface,,,,1,28
Ellipticity (oblate),0.527997,,Surface,,,,1,29
Ellipticity (oblate),0.281182,,Surface,,,,1,30
Ellipticity (oblate),0.126185,,Surface,,,,1,31
Ellipticity (oblate),0.952351,,Surface,,,,1,32
Ellipticity (oblate),0.545713,,Surface,,,,1,33
Ellipticity (oblate),0.638113,,Surface,,,,1,34
Ellipticity (oblate),0.527995,,Surface,,,,1,35
Ellipticity (oblate),0.38512,,Surface,,,,1,36
Ellipticity (oblate),0.594727,,Surface,,,,1,37
Ellipticity (oblate),0.513382,,Surface,,,,1,38
Ellipticity (oblate),0.4298,,Surface,,,,1,39
Ellipticity (oblate),0.352897,,Surface,,,,1,40
Ellipticity (oblate),0.321116,,Surface,,,,1,41
Ellipticity (oblate),0.587024,,Surface,,,,1,42
Ellipticity (prolate),0.110671,,Surface,,,,1,0
Ellipticity (prolate),0.110301,,Surface,,,,1,1
Ellipticity (prolate),0.125154,,Surface,,,,1,2
Ellipticity (prolate),0.110301,,Surface,,,,1,3
Ellipticity (prolate),0.102338,,Surface,,,,1,4
Ellipticity (prolate),0.29026,,Surface,,,,1,5
Ellipticity (prolate),0.472698,,Surface,,,,1,6
Ellipticity (prolate),0.321777,,Surface,,,,1,7
Ellipticity (prolate),0.150704,,Surface,,,,1,8
Ellipticity (prolate),0.247678,,Surface,,,,1,9
Ellipticity (prolate),0.247664,,Surface,,,,1,10
Ellipticity (prolate),0.247662,,Surface,,,,1,11
Ellipticity (prolate),0.000352775,,Surface,,,,1,12
Ellipticity (prolate),0.247605,,Surface,,,,1,13
Ellipticity (prolate),0.247624,,Surface,,,,1,14
Ellipticity (prolate),0.247683,,Surface,,,,1,15
Ellipticity (prolate),0.245859,,Surface,,,,1,16
Ellipticity (prolate),0.294012,,Surface,,,,1,17
Ellipticity (prolate),0.0699361,,Surface,,,,1,18
Ellipticity (prolate),0.0492444,,Surface,,,,1,19
Ellipticity (prolate),0.315434,,Surface,,,,1,20
Ellipticity (prolate),0.0711261,,Surface,,,,1,21
Ellipticity (prolate),0.0587312,,Surface,,,,1,22
Ellipticity (prolate),0.170259,,Surface,,,,1,23
Ellipticity (prolate),0.307247,,Surface,,,,1,24
Ellipticity (prolate),0.324011,,Surface,,,,1,25
Ellipticity (prolate),0.148416,,Surface,,,,1,26
Ellipticity (prolate),0.247684,,Surface,,,,1,27
Ellipticity (prolate),0.0583356,,Surface,,,,1,28
Ellipticity (prolate),0.247605,,Surface,,,,1,29
Ellipticity (prolate),0.555012,,Surface,,,,1,30
Ellipticity (prolate),0.688574,,Surface,,,,1,31
Ellipticity (prolate),0.0432972,,Surface,,,,1,32
Ellipticity (prolate),0.254161,,Surface,,,,1,33
Ellipticity (prolate),0.151991,,Surface,,,,1,34
Ellipticity (prolate),0.247609,,Surface,,,,1,35
Ellipticity (prolate),0.404653,,Surface,,,,1,36
Ellipticity (prolate),0.224411,,Surface,,,,1,37
Ellipticity (prolate),0.311194,,Surface,,,,1,38
Ellipticity (prolate),0.433867,,Surface,,,,1,39
Ellipticity (prolate),0.534582,,Surface,,,,1,40
Ellipticity (prolate),0.540477,,Surface,,,,1,41
Ellipticity (prolate),0.226931,,Surface,,,,1,42
Generation,0,,Surface,,,,1,0
Generation,0,,Surface,,,,1,1
Generation,0,,Surface,,,,1,2
Generation,0,,Surface,,,,1,3
Generation,0,,Surface,,,,1,4
Generation,0,,Surface,,,,1,5
Generation,0,,Surface,,,,1,6
Generation,0,,Surface,,,,1,7
Generation,0,,Surface,,,,1,8
Generation,0,,Surface,,,,1,9
Generation,0,,Surface,,,,1,10
Generation,0,,Surface,,,,1,11
Generation,0,,Surface,,,,1,12
Generation,0,,Surface,,,,1,13
Generation,0,,Surface,,,,1,14
Generation,0,,Surface,,,,1,15
Generation,0,,Surface,,,,1,16
Generation,0,,Surface,,,,1,17
Generation,0,,Surface,,,,1,18
Generation,0,,Surface,,,,1,19
Generation,0,,Surface,,,,1,20
Generation,0,,Surface,,,,1,21
Generation,0,,Surface,,,,1,22
Generation,0,,Surface,,,,1,23
Generation,0,,Surface,,,,1,24
Generation,0,,Surface,,,,1,25
Generation,0,,Surface,,,,1,26
Generation,0,,Surface,,,,1,27
Generation,0,,Surface,,,,1,28
Generation,0,,Surface,,,,1,29
Generation,0,,Surface,,,,1,30
Generation,0,,Surface,,,,1,31
Generation,0,,Surface,,,,1,32
Generation,0,,Surface,,,,1,33
Generation,0,,Surface,,,,1,34
Generation,0,,Surface,,,,1,35
Generation,0,,Surface,,,,1,36
Generation,0,,Surface,,,,1,37
Generation,0,,Surface,,,,1,38
Generation,0,,Surface,,,,1,39
Generation,0,,Surface,,,,1,40
Generation,0,,Surface,,,,1,41
Generation,0,,Surface,,,,1,42
Intensity Max,7,,Surface,1,,Image 1,1,0
Intensity Max,29,,Surface,2,,Image 1,1,0
Intensity Max,4,,Surface,3,,Image 1,1,0
Intensity Max,10,,Surface,4,,Image 1,1,0
Intensity Max,3,,Surface,1,,Image 1,1,1
Intensity Max,4,,Surface,2,,Image 1,1,1
Intensity Max,0,,Surface,3,,Image 1,1,1
Intensity Max,0,,Surface,4,,Image 1,1,1
Intensity Max,5,,Surface,1,,Image 1,1,2
Intensity Max,22,,Surface,2,,Image 1,1,2
Intensity Max,6,,Surface,3,,Image 1,1,2
Intensity Max,10,,Surface,4,,Image 1,1,2
Intensity Max,1,,Surface,1,,Image 1,1,3
Intensity Max,10,,Surface,2,,Image 1,1,3
Intensity Max,2,,Surface,3,,Image 1,1,3
Intensity Max,0,,Surface,4,,Image 1,1,3
Intensity Max,1,,Surface,1,,Image 1,1,4
Intensity Max,23,,Surface,2,,Image 1,1,4
Intensity Max,0,,Surface,3,,Image 1,1,4
Intensity Max,0,,Surface,4,,Image 1,1,4
Intensity Max,1,,Surface,1,,Image 1,1,5
Intensity Max,15,,Surface,2,,Image 1,1,5
Intensity Max,3,,Surface,3,,Image 1,1,5
Intensity Max,0,,Surface,4,,Image 1,1,5
Intensity Max,0,,Surface,1,,Image 1,1,6
Intensity Max,16,,Surface,2,,Image 1,1,6
Intensity Max,5,,Surface,3,,Image 1,1,6
Intensity Max,0,,Surface,4,,Image 1,1,6
Intensity Max,0,,Surface,1,,Image 1,1,7
Intensity Max,12,,Surface,2,,Image 1,1,7
Intensity Max,0,,Surface,3,,Image 1,1,7
Intensity Max,0,,Surface,4,,Image 1,1,7
Intensity Max,5,,Surface,1,,Image 1,1,8
Intensity Max,15,,Surface,2,,Image 1,1,8
Intensity Max,2,,Surface,3,,Image 1,1,8
Intensity Max,0,,Surface,4,,Image 1,1,8
Intensity Max,3,,Surface,1,,Image 1,1,9
Intensity Max,10,,Surface,2,,Image 1,1,9
Intensity Max,0,,Surface,3,,Image 1,1,9
Intensity Max,0,,Surface,4,,Image 1,1,9
Intensity Max,1,,Surface,1,,Image 1,1,10
Intensity Max,12,,Surface,2,,Image 1,1,10
Intensity Max,2,,Surface,3,,Image 1,1,10
Intensity Max,0,,Surface,4,,Image 1,1,10
Intensity Max,1,,Surface,1,,Image 1,1,11
Intensity Max,17,,Surface,2,,Image 1,1,11
Intensity Max,7,,Surface,3,,Image 1,1,11
Intensity Max,0,,Surface,4,,Image 1,1,11
Intensity Max,0,,Surface,1,,Image 1,1,12
Intensity Max,21,,Surface,2,,Image 1,1,12
Intensity Max,10,,Surface,3,,Image 1,1,12
Intensity Max,0,,Surface,4,,Image 1,1,12
Intensity Max,9,,Surface,1,,Image 1,1,13
Intensity Max,26,,Surface,2,,Image 1,1,13
Intensity Max,7,,Surface,3,,Image 1,1,13
Intensity Max,0,,Surface,4,,Image 1,1,13
Intensity Max,0,,Surface,1,,Image 1,1,14
Intensity Max,22,,Surface,2,,Image 1,1,14
Intensity Max,4,,Surface,3,,Image 1,1,14
Intensity Max,0,,Surface,4,,Image 1,1,14
Intensity Max,1,,Surface,1,,Image 1,1,15
Intensity Max,23,,Surface,2,,Image 1,1,15
Intensity Max,3,,Surface,3,,Image 1,1,15
Intensity Max,0,,Surface,4,,Image 1,1,15
Intensity Max,6,,Surface,1,,Image 1,1,16
Intensity Max,41,,Surface,2,,Image 1,1,16
Intensity Max,5,,Surface,3,,Image 1,1,16
Intensity Max,8,,Surface,4,,Image 1,1,16
Intensity Max,4,,Surface,1,,Image 1,1,17
Intensity Max,14,,Surface,2,,Image 1,1,17
Intensity Max,2,,Surface,3,,Image 1,1,17
Intensity Max,3,,Surface,4,,Image 1,1,17
Intensity Max,1,,Surface,1,,Image 1,1,18
Intensity Max,22,,Surface,2,,Image 1,1,18
Intensity Max,1,,Surface,3,,Image 1,1,18
Intensity Max,9,,Surface,4,,Image 1,1,18
Intensity Max,3,,Surface,1,,Image 1,1,19
Intensity Max,60,,Surface,2,,Image 1,1,19
Intensity Max,8,,Surface,3,,Image 1,1,19
Intensity Max,17,,Surface,4,,Image 1,1,19
Intensity Max,0,,Surface,1,,Image 1,1,20
Intensity Max,43,,Surface,2,,Image 1,1,20
Intensity Max,2,,Surface,3,,Image 1,1,20
Intensity Max,2,,Surface,4,,Image 1,1,20
Intensity Max,0,,Surface,1,,Image 1,1,21
Intensity Max,8,,Surface,2,,Image 1,1,21
Intensity Max,0,,Surface,3,,Image 1,1,21
Intensity Max,0,,Surface,4,,Image 1,1,21
Intensity Max,7,,Surface,1,,Image 1,1,22
Intensity Max,25,,Surface,2,,Image 1,1,22
Intensity Max,6,,Surface,3,,Image 1,1,22
Intensity Max,25,,Surface,4,,Image 1,1,22
Intensity Max,5,,Surface,1,,Image 1,1,23
Intensity Max,30,,Surface,2,,Image 1,1,23
Intensity Max,9,,Surface,3,,Image 1,1,23
Intensity Max,20,,Surface,4,,Image 1,1,23
Intensity Max,1,,Surface,1,,Image 1,1,24
Intensity Max,45,,Surface,2,,Image 1,1,24
Intensity Max,16,,Surface,3,,Image 1,1,24
Intensity Max,1,,Surface,4,,Image 1,1,24
Intensity Max,7,,Surface,1,,Image 1,1,25
Intensity Max,12,,Surface,2,,Image 1,1,25
Intensity Max,2,,Surface,3,,Image 1,1,25
Intensity Max,4,,Surface,4,,Image 1,1,25
Intensity Max,7,,Surface,1,,Image 1,1,26
Intensity Max,13,,Surface,2,,Image 1,1,26
Intensity Max,5,,Surface,3,,Image 1,1,26
Intensity Max,0,,Surface,4,,Image 1,1,26
Intensity Max,3,,Surface,1,,Image 1,1,27
Intensity Max,35,,Surface,2,,Image 1,1,27
Intensity Max,12,,Surface,3,,Image 1,1,27
Intensity Max,0,,Surface,4,,Image 1,1,27
Intensity Max,7,,Surface,1,,Image 1,1,28
Intensity Max,32,,Surface,2,,Image 1,1,28
Intensity Max,6,,Surface,3,,Image 1,1,28
Intensity Max,20,,Surface,4,,Image 1,1,28
Intensity Max,3,,Surface,1,,Image 1,1,29
Intensity Max,23,,Surface,2,,Image 1,1,29
Intensity Max,10,,Surface,3,,Image 1,1,29
Intensity Max,0,,Surface,4,,Image 1,1,29
Intensity Max,6,,Surface,1,,Image 1,1,30
Intensity Max,18,,Surface,2,,Image 1,1,30
Intensity Max,4,,Surface,3,,Image 1,1,30
Intensity Max,0,,Surface,4,,Image 1,1,30
Intensity Max,1,,Surface,1,,Image 1,1,31
Intensity Max,12,,Surface,2,,Image 1,1,31
Intensity Max,2,,Surface,3,,Image 1,1,31
Intensity Max,5,,Surface,4,,Image 1,1,31
Intensity Max,5,,Surface,1,,Image 1,1,32
Intensity Max,36,,Surface,2,,Image 1,1,32
Intensity Max,3,,Surface,3,,Image 1,1,32
Intensity Max,1,,Surface,4,,Image 1,1,32
Intensity Max,5,,Surface,1,,Image 1,1,33
Intensity Max,41,,Surface,2,,Image 1,1,33
Intensity Max,7,,Surface,3,,Image 1,1,33
Intensity Max,3,,Surface,4,,Image 1,1,33
Intensity Max,5,,Surface,1,,Image 1,1,34
Intensity Max,15,,Surface,2,,Image 1,1,34
Intensity Max,5,,Surface,3,,Image 1,1,34
Intensity Max,23,,Surface,4,,Image 1,1,34
Intensity Max,3,,Surface,1,,Image 1,1,35
Intensity Max,10,,Surface,2,,Image 1,1,35
Intensity Max,2,,Surface,3,,Image 1,1,35
Intensity Max,0,,Surface,4,,Image 1,1,35
Intensity Max,18,,Surface,1,,Image 1,1,36
Intensity Max,17,,Surface,2,,Image 1,1,36
Intensity Max,5,,Surface,3,,Image 1,1,36
Intensity Max,22,,Surface,4,,Image 1,1,36
Intensity Max,10,,Surface,1,,Image 1,1,37
Intensity Max,32,,Surface,2,,Image 1,1,37
Intensity Max,15,,Surface,3,,Image 1,1,37
Intensity Max,11,,Surface,4,,Image 1,1,37
Intensity Max,10,,Surface,1,,Image 1,1,38
Intensity Max,39,,Surface,2,,Image 1,1,38
Intensity Max,21,,Surface,3,,Image 1,1,38
Intensity Max,23,,Surface,4,,Image 1,1,38
Intensity Max,10,,Surface,1,,Image 1,1,39
Intensity Max,43,,Surface,2,,Image 1,1,39
Intensity Max,21,,Surface,3,,Image 1,1,39
Intensity Max,20,,Surface,4,,Image 1,1,39
Intensity Max,20,,Surface,1,,Image 1,1,40
Intensity Max,68,,Surface,2,,Image 1,1,40
Intensity Max,22,,Surface,3,,Image 1,1,40
Intensity Max,22,,Surface,4,,Image 1,1,40
Intensity Max,18,,Surface,1,,Image 1,1,41
Intensity Max,43,,Surface,2,,Image 1,1,41
Intensity Max,8,,Surface,3,,Image 1,1,41
Intensity Max,15,,Surface,4,,Image 1,1,41
Intensity Max,1,,Surface,1,,Image 1,1,42
Intensity Max,18,,Surface,2,,Image 1,1,42
Intensity Max,0,,Surface,3,,Image 1,1,42
Intensity Max,0,,Surface,4,,Image 1,1,42
Intensity Mean,0.546169,,Surface,1,,Image 1,1,0
Intensity Mean,9.02161,,Surface,2,,Image 1,1,0
Intensity Mean,0.328094,,Surface,3,,Image 1,1,0
Intensity Mean,1.90766,,Surface,4,,Image 1,1,0
Intensity Mean,1.33333,,Surface,1,,Image 1,1,1
Intensity Mean,3.83333,,Surface,2,,Image 1,1,1
Intensity Mean,0,,Surface,3,,Image 1,1,1
Intensity Mean,0,,Surface,4,,Image 1,1,1
Intensity Mean,0.541667,,Surface,1,,Image 1,1,2
Intensity Mean,11.875,,Surface,2,,Image 1,1,2
Intensity Mean,0.560606,,Surface,3,,Image 1,1,2
Intensity Mean,1.95455,,Surface,4,,Image 1,1,2
Intensity Mean,0.916667,,Surface,1,,Image 1,1,3
Intensity Mean,7.75,,Surface,2,,Image 1,1,3
Intensity Mean,1,,Surface,3,,Image 1,1,3
Intensity Mean,0,,Surface,4,,Image 1,1,3
Intensity Mean,0.333333,,Surface,1,,Image 1,1,4
Intensity Mean,14.0556,,Surface,2,,Image 1,1,4
Intensity Mean,0,,Surface,3,,Image 1,1,4
Intensity Mean,0,,Surface,4,,Image 1,1,4
Intensity Mean,0.8,,Surface,1,,Image 1,1,5
Intensity Mean,14.8,,Surface,2,,Image 1,1,5
Intensity Mean,2.8,,Surface,3,,Image 1,1,5
Intensity Mean,0,,Surface,4,,Image 1,1,5
Intensity Mean,0,,Surface,1,,Image 1,1,6
Intensity Mean,11.6667,,Surface,2,,Image 1,1,6
Intensity Mean,0.814815,,Surface,3,,Image 1,1,6
Intensity Mean,0,,Surface,4,,Image 1,1,6
Intensity Mean,0,,Surface,1,,Image 1,1,7
Intensity Mean,10,,Surface,2,,Image 1,1,7
Intensity Mean,0,,Surface,3,,Image 1,1,7
Intensity Mean,0,,Surface,4,,Image 1,1,7
Intensity Mean,0.703125,,Surface,1,,Image 1,1,8
Intensity Mean,7.88021,,Surface,2,,Image 1,1,8
Intensity Mean,0.145833,,Surface,3,,Image 1,1,8
Intensity Mean,0,,Surface,4,,Image 1,1,8
Intensity Mean,2.16667,,Surface,1,,Image 1,1,9
Intensity Mean,9.16667,,Surface,2,,Image 1,1,9
Intensity Mean,0,,Surface,3,,Image 1,1,9
Intensity Mean,0,,Surface,4,,Image 1,1,9
Intensity Mean,0.833333,,Surface,1,,Image 1,1,10
Intensity Mean,11.6667,,Surface,2,,Image 1,1,10
Intensity Mean,2,,Surface,3,,Image 1,1,10
Intensity Mean,0,,Surface,4,,Image 1,1,10
Intensity Mean,1,,Surface,1,,Image 1,1,11
Intensity Mean,16,,Surface,2,,Image 1,1,11
Intensity Mean,5.5,,Surface,3,,Image 1,1,11
Intensity Mean,0,,Surface,4,,Image 1,1,11
Intensity Mean,0,,Surface,1,,Image 1,1,12
Intensity Mean,21,,Surface,2,,Image 1,1,12
