Detailed,,,,,,,,
 ==================== ,,,,,,,,
Variable,Value,Unit,Category,Channel,Collection,Image,Time,ID
Area,0.0858799,um^2,Surface,,,,1,0
Area,4.41564,um^2,Surface,,,,1,1
Area,1.56394,um^2,Surface,,,,1,2
Area,0.438305,um^2,Surface,,,,1,3
Area,0.598729,um^2,Surface,,,,1,4
Area,0.460179,um^2,Surface,,,,1,5
Area,0.255273,um^2,Surface,,,,1,6
Area,2.4002,um^2,Surface,,,,1,7
Area,4.63772,um^2,Surface,,,,1,8
Area,0.206995,um^2,Surface,,,,1,9
Area,3.1023,um^2,Surface,,,,1,10
Area,0.0858799,um^2,Surface,,,,1,11
Area,0.290135,um^2,Surface,,,,1,12
Area,0.0858799,um^2,Surface,,,,1,13
Area,2.46239,um^2,Surface,,,,1,14
Area,0.293608,um^2,Surface,,,,1,15
Area,4.56457,um^2,Surface,,,,1,16
Area,0.829767,um^2,Surface,,,,1,17
Area,2.32464,um^2,Surface,,,,1,18
Area,1.54663,um^2,Surface,,,,1,19
Area,7.98532,um^2,Surface,,,,1,20
Area,5.57502,um^2,Surface,,,,1,21
Area,10.3522,um^2,Surface,,,,1,22
Area,0.78807,um^2,Surface,,,,1,23
Area,0.0125422,um^2,Surface,,,,1,24
Area,4.90574,um^2,Surface,,,,1,25
Area,6.06109,um^2,Surface,,,,1,26
Area,22.0402,um^2,Surface,,,,1,27
Area,0.120081,um^2,Surface,,,,1,28
Area,2.40744,um^2,Surface,,,,1,29
Area,3.91392,um^2,Surface,,,,1,30
Area,11.9758,um^2,Surface,,,,1,31
Area,3.26439,um^2,Surface,,,,1,32
Contact surface area,49.3071,um,Surface,,,,,0
Contact surface area,0.321968,um,Surface,,,,,1
Contact surface area,5.12849,um,Surface,,,,,2
Contact surface area,0.183982,um,Surface,,,,,3
Contact surface area,40.384,um,Surface,,,,,4
Contact surface area,101.42,um,Surface,,,,,5
Contact surface area,21.6409,um,Surface,,,,,6
Contact surface area,1.17288,um,Surface,,,,,7
Contact surface area,5.0825,um,Surface,,,,,8
Contact surface area,15.6614,um,Surface,,,,,9
Contact surface area,10.9929,um,Surface,,,,,10
Contact surface area,64.2556,um,Surface,,,,,11
Contact surface area,47.8583,um,Surface,,,,,12
Contact surface area,82.6998,um,Surface,,,,,13
Contact surface area,18.9041,um,Surface,,,,,14
Contact surface area,2.11579,um,Surface,,,,,15
Contact surface area,0.390961,um,Surface,,,,,16
Contact surface area,33.8296,um,Surface,,,,,17
Contact surface area,1.0349,um,Surface,,,,,18
Contact surface area,0.321968,um,Surface,,,,,19
Contact surface area,22.7907,um,Surface,,,,,20
Contact surface area,14.0286,um,Surface,,,,,21
