Detailed,,,,,,,,
 ==================== ,,,,,,,,
Variable,Value,Unit,Category,Channel,Collection,Image,Time,ID
Ellipticity (oblate),0.526965,,Surface,,,,1,2
Ellipticity (oblate),0.616199,,Surface,,,,1,3
Ellipticity (oblate),0.133007,,Surface,,,,1,4
Ellipticity (oblate),0.667564,,Surface,,,,1,5
Ellipticity (oblate),0.465095,,Surface,,,,1,6
Ellipticity (oblate),0.31561,,Surface,,,,1,7
Ellipticity (oblate),0.405992,,Surface,,,,1,8
Ellipticity (oblate),0.678756,,Surface,,,,1,9
Ellipticity (oblate),0.573695,,Surface,,,,1,10
Ellipticity (oblate),0.670554,,Surface,,,,1,11
Ellipticity (oblate),0.132988,,Surface,,,,1,12
Ellipticity (oblate),0.426,,Surface,,,,1,13
Ellipticity (oblate),0.576618,,Surface,,,,1,14
Ellipticity (oblate),0.568657,,Surface,,,,1,15
Ellipticity (oblate),0.475901,,Surface,,,,1,16
Ellipticity (oblate),0.572991,,Surface,,,,1,17
Ellipticity (oblate),0.410555,,Surface,,,,1,18
Ellipticity (oblate),0.592369,,Surface,,,,1,19
Ellipticity (oblate),0.475896,,Surface,,,,1,20
Ellipticity (oblate),0.789109,,Surface,,,,1,21
Ellipticity (oblate),0.558068,,Surface,,,,1,22
Ellipticity (oblate),0.39611,,Surface,,,,1,23
Ellipticity (prolate),0.300404,,Surface,,,,1,0
Ellipticity (prolate),0.0815205,,Surface,,,,1,1
Ellipticity (prolate),0.230036,,Surface,,,,1,2
Ellipticity (prolate),0.254053,,Surface,,,,1,3
Ellipticity (prolate),0.914009,,Surface,,,,1,4
Ellipticity (prolate),0.207579,,Surface,,,,1,5
Ellipticity (prolate),0.317609,,Surface,,,,1,6
Ellipticity (prolate),0.299278,,Surface,,,,1,7
Ellipticity (prolate),0.296178,,Surface,,,,1,8
Ellipticity (prolate),0.161164,,Surface,,,,1,9
Ellipticity (prolate),0.285748,,Surface,,,,1,10
Ellipticity (prolate),0.110301,,Surface,,,,1,11
Ellipticity (prolate),0.914085,,Surface,,,,1,12
Ellipticity (prolate),0.287332,,Surface,,,,1,13
Ellipticity (prolate),0.28419,,Surface,,,,1,14
Ellipticity (prolate),0.28872,,Surface,,,,1,15
Ellipticity (prolate),0.371525,,Surface,,,,1,16
Ellipticity (prolate),0.28852,,Surface,,,,1,17
Ellipticity (prolate),0.464216,,Surface,,,,1,18
Ellipticity (prolate),0.167079,,Surface,,,,1,19
Ellipticity (prolate),0.371534,,Surface,,,,1,20
Ellipticity (prolate),0.0859049,,Surface,,,,1,21
Ellipticity (prolate),0.11031,,Surface,,,,1,22
Ellipticity (prolate),0.441165,,Surface,,,,1,23
Generation,0,,Surface,,,,1,0
Generation,0,,Surface,,,,1,1
Generation,0,,Surface,,,,1,2
Generation,0,,Surface,,,,1,3
Generation,0,,Surface,,,,1,4
Generation,0,,Surface,,,,1,5
Generation,0,,Surface,,,,1,6
Generation,0,,Surface,,,,1,7
Generation,0,,Surface,,,,1,8
Generation,0,,Surface,,,,1,9
Generation,0,,Surface,,,,1,10
Generation,0,,Surface,,,,1,11
Generation,0,,Surface,,,,1,12
Generation,0,,Surface,,,,1,13
Generation,0,,Surface,,,,1,14
Generation,0,,Surface,,,,1,15
Generation,0,,Surface,,,,1,16
Generation,0,,Surface,,,,1,17
Generation,0,,Surface,,,,1,18
Generation,0,,Surface,,,,1,19
Generation,0,,Surface,,,,1,20
Generation,0,,Surface,,,,1,21
Generation,0,,Surface,,,,1,22
Generation,0,,Surface,,,,1,23
Intensity Max,0,,Surface,1,,Image 1,1,0
Intensity Max,16,,Surface,2,,Image 1,1,0
Intensity Max,5,,Surface,3,,Image 1,1,0
Intensity Max,23,,Surface,4,,Image 1,1,0
Intensity Max,23,,Surface,5,,Image 1,1,0
Intensity Max,0,,Surface,6,,Image 1,1,0
Intensity Max,16,,Surface,7,,Image 1,1,0
Intensity Max,2,,Surface,1,,Image 1,1,1
Intensity Max,33,,Surface,2,,Image 1,1,1
Intensity Max,21,,Surface,3,,Image 1,1,1
Intensity Max,94,,Surface,4,,Image 1,1,1
Intensity Max,94,,Surface,5,,Image 1,1,1
Intensity Max,2,,Surface,6,,Image 1,1,1
Intensity Max,33,,Surface,7,,Image 1,1,1
Intensity Max,2,,Surface,1,,Image 1,1,2
Intensity Max,19,,Surface,2,,Image 1,1,2
Intensity Max,8,,Surface,3,,Image 1,1,2
Intensity Max,102,,Surface,4,,Image 1,1,2
Intensity Max,102,,Surface,5,,Image 1,1,2
Intensity Max,2,,Surface,6,,Image 1,1,2
Intensity Max,19,,Surface,7,,Image 1,1,2
Intensity Max,3,,Surface,1,,Image 1,1,3
Intensity Max,21,,Surface,2,,Image 1,1,3
Intensity Max,3,,Surface,3,,Image 1,1,3
Intensity Max,103,,Surface,4,,Image 1,1,3
Intensity Max,103,,Surface,5,,Image 1,1,3
Intensity Max,3,,Surface,6,,Image 1,1,3
Intensity Max,21,,Surface,7,,Image 1,1,3
Intensity Max,5,,Surface,1,,Image 1,1,4
Intensity Max,3,,Surface,2,,Image 1,1,4
Intensity Max,1,,Surface,3,,Image 1,1,4
Intensity Max,84,,Surface,4,,Image 1,1,4
Intensity Max,84,,Surface,5,,Image 1,1,4
Intensity Max,5,,Surface,6,,Image 1,1,4
Intensity Max,3,,Surface,7,,Image 1,1,4
Intensity Max,5,,Surface,1,,Image 1,1,5
Intensity Max,26,,Surface,2,,Image 1,1,5
Intensity Max,6,,Surface,3,,Image 1,1,5
Intensity Max,85,,Surface,4,,Image 1,1,5
Intensity Max,85,,Surface,5,,Image 1,1,5
Intensity Max,5,,Surface,6,,Image 1,1,5
Intensity Max,26,,Surface,7,,Image 1,1,5
Intensity Max,3,,Surface,1,,Image 1,1,6
Intensity Max,32,,Surface,2,,Image 1,1,6
Intensity Max,16,,Surface,3,,Image 1,1,6
Intensity Max,29,,Surface,4,,Image 1,1,6
Intensity Max,29,,Surface,5,,Image 1,1,6
Intensity Max,3,,Surface,6,,Image 1,1,6
Intensity Max,32,,Surface,7,,Image 1,1,6
Intensity Max,6,,Surface,1,,Image 1,1,7
Intensity Max,17,,Surface,2,,Image 1,1,7
Intensity Max,15,,Surface,3,,Image 1,1,7
Intensity Max,59,,Surface,4,,Image 1,1,7
Intensity Max,59,,Surface,5,,Image 1,1,7
Intensity Max,6,,Surface,6,,Image 1,1,7
Intensity Max,17,,Surface,7,,Image 1,1,7
Intensity Max,1,,Surface,1,,Image 1,1,8
Intensity Max,6,,Surface,2,,Image 1,1,8
Intensity Max,2,,Surface,3,,Image 1,1,8
Intensity Max,47,,Surface,4,,Image 1,1,8
Intensity Max,47,,Surface,5,,Image 1,1,8
Intensity Max,1,,Surface,6,,Image 1,1,8
Intensity Max,6,,Surface,7,,Image 1,1,8
Intensity Max,4,,Surface,1,,Image 1,1,9
Intensity Max,18,,Surface,2,,Image 1,1,9
Intensity Max,5,,Surface,3,,Image 1,1,9
Intensity Max,89,,Surface,4,,Image 1,1,9
Intensity Max,89,,Surface,5,,Image 1,1,9
Intensity Max,4,,Surface,6,,Image 1,1,9
Intensity Max,18,,Surface,7,,Image 1,1,9
Intensity Max,5,,Surface,1,,Image 1,1,10
Intensity Max,18,,Surface,2,,Image 1,1,10
Intensity Max,7,,Surface,3,,Image 1,1,10
Intensity Max,129,,Surface,4,,Image 1,1,10
Intensity Max,129,,Surface,5,,Image 1,1,10
Intensity Max,5,,Surface,6,,Image 1,1,10
Intensity Max,18,,Surface,7,,Image 1,1,10
Intensity Max,4,,Surface,1,,Image 1,1,11
Intensity Max,16,,Surface,2,,Image 1,1,11
Intensity Max,2,,Surface,3,,Image 1,1,11
Intensity Max,58,,Surface,4,,Image 1,1,11
Intensity Max,58,,Surface,5,,Image 1,1,11
Intensity Max,4,,Surface,6,,Image 1,1,11
Intensity Max,16,,Surface,7,,Image 1,1,11
Intensity Max,3,,Surface,1,,Image 1,1,12
Intensity Max,3,,Surface,2,,Image 1,1,12
Intensity Max,0,,Surface,3,,Image 1,1,12
Intensity Max,47,,Surface,4,,Image 1,1,12
Intensity Max,47,,Surface,5,,Image 1,1,12
Intensity Max,3,,Surface,6,,Image 1,1,12
Intensity Max,3,,Surface,7,,Image 1,1,12
Intensity Max,4,,Surface,1,,Image 1,1,13
Intensity Max,10,,Surface,2,,Image 1,1,13
Intensity Max,9,,Surface,3,,Image 1,1,13
Intensity Max,80,,Surface,4,,Image 1,1,13
Intensity Max,80,,Surface,5,,Image 1,1,13
Intensity Max,4,,Surface,6,,Image 1,1,13
Intensity Max,10,,Surface,7,,Image 1,1,13
Intensity Max,9,,Surface,1,,Image 1,1,14
Intensity Max,82,,Surface,2,,Image 1,1,14
Intensity Max,31,,Surface,3,,Image 1,1,14
Intensity Max,127,,Surface,4,,Image 1,1,14
Intensity Max,127,,Surface,5,,Image 1,1,14
Intensity Max,9,,Surface,6,,Image 1,1,14
Intensity Max,82,,Surface,7,,Image 1,1,14
Intensity Max,2,,Surface,1,,Image 1,1,15
Intensity Max,37,,Surface,2,,Image 1,1,15
Intensity Max,6,,Surface,3,,Image 1,1,15
Intensity Max,65,,Surface,4,,Image 1,1,15
Intensity Max,65,,Surface,5,,Image 1,1,15
Intensity Max,2,,Surface,6,,Image 1,1,15
Intensity Max,37,,Surface,7,,Image 1,1,15
Intensity Max,0,,Surface,1,,Image 1,1,16
Intensity Max,7,,Surface,2,,Image 1,1,16
Intensity Max,2,,Surface,3,,Image 1,1,16
Intensity Max,31,,Surface,4,,Image 1,1,16
Intensity Max,31,,Surface,5,,Image 1,1,16
Intensity Max,0,,Surface,6,,Image 1,1,16
Intensity Max,7,,Surface,7,,Image 1,1,16
Intensity Max,4,,Surface,1,,Image 1,1,17
Intensity Max,35,,Surface,2,,Image 1,1,17
Intensity Max,20,,Surface,3,,Image 1,1,17
Intensity Max,85,,Surface,4,,Image 1,1,17
Intensity Max,85,,Surface,5,,Image 1,1,17
Intensity Max,4,,Surface,6,,Image 1,1,17
Intensity Max,35,,Surface,7,,Image 1,1,17
Intensity Max,10,,Surface,1,,Image 1,1,18
Intensity Max,78,,Surface,2,,Image 1,1,18
Intensity Max,16,,Surface,3,,Image 1,1,18
Intensity Max,166,,Surface,4,,Image 1,1,18
Intensity Max,166,,Surface,5,,Image 1,1,18
Intensity Max,10,,Surface,6,,Image 1,1,18
Intensity Max,78,,Surface,7,,Image 1,1,18
Intensity Max,5,,Surface,1,,Image 1,1,19
Intensity Max,29,,Surface,2,,Image 1,1,19
Intensity Max,14,,Surface,3,,Image 1,1,19
Intensity Max,65,,Surface,4,,Image 1,1,19
Intensity Max,65,,Surface,5,,Image 1,1,19
Intensity Max,5,,Surface,6,,Image 1,1,19
Intensity Max,29,,Surface,7,,Image 1,1,19
Intensity Max,0,,Surface,1,,Image 1,1,20
Intensity Max,7,,Surface,2,,Image 1,1,20
Intensity Max,4,,Surface,3,,Image 1,1,20
Intensity Max,23,,Surface,4,,Image 1,1,20
Intensity Max,23,,Surface,5,,Image 1,1,20
Intensity Max,0,,Surface,6,,Image 1,1,20
Intensity Max,7,,Surface,7,,Image 1,1,20
Intensity Max,5,,Surface,1,,Image 1,1,21
Intensity Max,49,,Surface,2,,Image 1,1,21
Intensity Max,21,,Surface,3,,Image 1,1,21
Intensity Max,68,,Surface,4,,Image 1,1,21
Intensity Max,68,,Surface,5,,Image 1,1,21
Intensity Max,5,,Surface,6,,Image 1,1,21
Intensity Max,49,,Surface,7,,Image 1,1,21
Intensity Max,2,,Surface,1,,Image 1,1,22
Intensity Max,13,,Surface,2,,Image 1,1,22
Intensity Max,28,,Surface,3,,Image 1,1,22
Intensity Max,77,,Surface,4,,Image 1,1,22
Intensity Max,77,,Surface,5,,Image 1,1,22
Intensity Max,2,,Surface,6,,Image 1,1,22
Intensity Max,13,,Surface,7,,Image 1,1,22
Intensity Max,5,,Surface,1,,Image 1,1,23
Intensity Max,67,,Surface,2,,Image 1,1,23
Intensity Max,16,,Surface,3,,Image 1,1,23
Intensity Max,84,,Surface,4,,Image 1,1,23
Intensity Max,84,,Surface,5,,Image 1,1,23
Intensity Max,5,,Surface,6,,Image 1,1,23
Intensity Max,67,,Surface,7,,Image 1,1,23
Intensity Mean,0,,Surface,1,,Image 1,1,0
Intensity Mean,11.8571,,Surface,2,,Image 1,1,0
Intensity Mean,3.14286,,Surface,3,,Image 1,1,0
Intensity Mean,20.1429,,Surface,4,,Image 1,1,0
Intensity Mean,20.1429,,Surface,5,,Image 1,1,0
Intensity Mean,0,,Surface,6,,Image 1,1,0
Intensity Mean,11.8571,,Surface,7,,Image 1,1,0
Intensity Mean,0.451613,,Surface,1,,Image 1,1,1
Intensity Mean,15.2903,,Surface,2,,Image 1,1,1
Intensity Mean,15.0323,,Surface,3,,Image 1,1,1
Intensity Mean,75.5161,,Surface,4,,Image 1,1,1
Intensity Mean,75.5161,,Surface,5,,Image 1,1,1
Intensity Mean,0.451613,,Surface,6,,Image 1,1,1
Intensity Mean,15.2903,,Surface,7,,Image 1,1,1
Intensity Mean,0.508772,,Surface,1,,Image 1,1,2
Intensity Mean,7.7193,,Surface,2,,Image 1,1,2
Intensity Mean,3.33333,,Surface,3,,Image 1,1,2
Intensity Mean,77.5789,,Surface,4,,Image 1,1,2
Intensity Mean,77.5789,,Surface,5,,Image 1,1,2
Intensity Mean,0.508772,,Surface,6,,Image 1,1,2
Intensity Mean,7.7193,,Surface,7,,Image 1,1,2
Intensity Mean,1.06667,,Surface,1,,Image 1,1,3
Intensity Mean,12.5333,,Surface,2,,Image 1,1,3
Intensity Mean,1.9,,Surface,3,,Image 1,1,3
Intensity Mean,85.7333,,Surface,4,,Image 1,1,3
Intensity Mean,85.7333,,Surface,5,,Image 1,1,3
Intensity Mean,1.06667,,Surface,6,,Image 1,1,3
Intensity Mean,12.5333,,Surface,7,,Image 1,1,3
Intensity Mean,4.33333,,Surface,1,,Image 1,1,4
Intensity Mean,2.66667,,Surface,2,,Image 1,1,4
Intensity Mean,1,,Surface,3,,Image 1,1,4
Intensity Mean,83,,Surface,4,,Image 1,1,4
Intensity Mean,83,,Surface,5,,Image 1,1,4
Intensity Mean,4.33333,,Surface,6,,Image 1,1,4
Intensity Mean,2.66667,,Surface,7,,Image 1,1,4
Intensity Mean,0.819149,,Surface,1,,Image 1,1,5
Intensity Mean,7.79787,,Surface,2,,Image 1,1,5
Intensity Mean,2.44681,,Surface,3,,Image 1,1,5
Intensity Mean,58.016,,Surface,4,,Image 1,1,5
Intensity Mean,58.016,,Surface,5,,Image 1,1,5
Intensity Mean,0.819149,,Surface,6,,Image 1,1,5
Intensity Mean,7.79787,,Surface,7,,Image 1,1,5
Intensity Mean,0.20078,,Surface,1,,Image 1,1,6
Intensity Mean,5.2963,,Surface,2,,Image 1,1,6
Intensity Mean,2.94152,,Surface,3,,Image 1,1,6
Intensity Mean,13.8382,,Surface,4,,Image 1,1,6
Intensity Mean,13.8382,,Surface,5,,Image 1,1,6
Intensity Mean,0.20078,,Surface,6,,Image 1,1,6
Intensity Mean,5.2963,,Surface,7,,Image 1,1,6
Intensity Mean,0.833333,,Surface,1,,Image 1,1,7
Intensity Mean,6.57292,,Surface,2,,Image 1,1,7
Intensity Mean,10.3021,,Surface,3,,Image 1,1,7
Intensity Mean,35.625,,Surface,4,,Image 1,1,7
Intensity Mean,35.625,,Surface,5,,Image 1,1,7
Intensity Mean,0.833333,,Surface,6,,Image 1,1,7
Intensity Mean,6.57292,,Surface,7,,Image 1,1,7
Intensity Mean,0.166667,,Surface,1,,Image 1,1,8
Intensity Mean,2.83333,,Surface,2,,Image 1,1,8
Intensity Mean,1.16667,,Surface,3,,Image 1,1,8
Intensity Mean,44.5,,Surface,4,,Image 1,1,8
Intensity Mean,44.5,,Surface,5,,Image 1,1,8
Intensity Mean,0.166667,,Surface,6,,Image 1,1,8
Intensity Mean,2.83333,,Surface,7,,Image 1,1,8
Intensity Mean,0.859155,,Surface,1,,Image 1,1,9
Intensity Mean,6.38028,,Surface,2,,Image 1,1,9
Intensity Mean,1.35211,,Surface,3,,Image 1,1,9
Intensity Mean,52.0986,,Surface,4,,Image 1,1,9
Intensity Mean,52.0986,,Surface,5,,Image 1,1,9
Intensity Mean,0.859155,,Surface,6,,Image 1,1,9
Intensity Mean,6.38028,,Surface,7,,Image 1,1,9
Intensity Mean,1.16,,Surface,1,,Image 1,1,10
Intensity Mean,7.12,,Surface,2,,Image 1,1,10
Intensity Mean,1.464,,Surface,3,,Image 1,1,10
Intensity Mean,98.252,,Surface,4,,Image 1,1,10
Intensity Mean,98.252,,Surface,5,,Image 1,1,10
Intensity Mean,1.16,,Surface,6,,Image 1,1,10
Intensity Mean,7.12,,Surface,7,,Image 1,1,10
Intensity Mean,2.58333,,Surface,1,,Image 1,1,11
Intensity Mean,13.5,,Surface,2,,Image 1,1,11
Intensity Mean,1.58333,,Surface,3,,Image 1,1,11
Intensity Mean,53.3333,,Surface,4,,Image 1,1,11
Intensity Mean,53.3333,,Surface,5,,Image 1,1,11
Intensity Mean,2.58333,,Surface,6,,Image 1,1,11
Intensity Mean,13.5,,Surface,7,,Image 1,1,11
Intensity Mean,2,,Surface,1,,Image 1,1,12
Intensity Mean,3,,Surface,2,,Image 1,1,12
Intensity Mean,0,,Surface,3,,Image 1,1,12
Intensity Mean,46.3333,,Surface,4,,Image 1,1,12
Intensity Mean,46.3333,,Surface,5,,Image 1,1,12
Intensity Mean,2,,Surface,6,,Image 1,1,12
Intensity Mean,3,,Surface,7,,Image 1,1,12
Intensity Mean,2.21875,,Surface,1,,Image 1,1,13
Intensity Mean,2.54688,,Surface,2,,Image 1,1,13
Intensity Mean,3.32813,,Surface,3,,Image 1,1,13
Intensity Mean,70.4219,,Surface,4,,Image 1,1,13
Intensity Mean,70.4219,,Surface,5,,Image 1,1,13
Intensity Mean,2.21875,,Surface,6,,Image 1,1,13
Intensity Mean,2.54688,,Surface,7,,Image 1,1,13
Intensity Mean,0.372493,,Surface,1,,Image 1,1,14
Intensity Mean,9.02088,,Surface,2,,Image 1,1,14
Intensity Mean,6.64142,,Surface,3,,Image 1,1,14
Intensity Mean,56.7966,,Surface,4,,Image 1,1,14
Intensity Mean,56.7966,,Surface,5,,Image 1,1,14
Intensity Mean,0.371674,,Surface,6,,Image 1,1,14
Intensity Mean,8.97871,,Surface,7,,Image 1,1,14
Intensity Mean,0.305994,,Surface,1,,Image 1,1,15
Intensity Mean,11.0883,,Surface,2,,Image 1,1,15
Intensity Mean,0.369085,,Surface,3,,Image 1,1,15
Intensity Mean,23.0158,,Surface,4,,Image 1,1,15
Intensity Mean,23.0158,,Surface,5,,Image 1,1,15
Intensity Mean,0.305994,,Surface,6,,Image 1,1,15
Intensity Mean,11.0883,,Surface,7,,Image 1,1,15
Intensity Mean,0,,Surface,1,,Image 1,1,16
Intensity Mean,5,,Surface,2,,Image 1,1,16
Intensity Mean,2,,Surface,3,,Image 1,1,16
Intensity Mean,27.6667,,Surface,4,,Image 1,1,16
Intensity Mean,27.6667,,Surface,5,,Image 1,1,16
Intensity Mean,0,,Surface,6,,Image 1,1,16
Intensity Mean,5,,Surface,7,,Image 1,1,16
Intensity Mean,0.474359,,Surface,1,,Image 1,1,17
Intensity Mean,6.71955,,Surface,2,,Image 1,1,17
Intensity Mean,3.03205,,Surface,3,,Image 1,1,17
Intensity Mean,26.8301,,Surface,4,,Image 1,1,17
Intensity Mean,26.8301,,Surface,5,,Image 1,1,17
Intensity Mean,0.474359,,Surface,6,,Image 1,1,17
Intensity Mean,6.71955,,Surface,7,,Image 1,1,17
Intensity Mean,1.87553,,Surface,1,,Image 1,1,18
Intensity Mean,11.4665,,Surface,2,,Image 1,1,18
Intensity Mean,2.34205,,Surface,3,,Image 1,1,18
Intensity Mean,56.8382,,Surface,4,,Image 1,1,18
Intensity Mean,56.8382,,Surface,5,,Image 1,1,18
Intensity Mean,1.85638,,Surface,6,,Image 1,1,18
Intensity Mean,11.351,,Surface,7,,Image 1,1,18
Intensity Mean,1.50413,,Surface,1,,Image 1,1,19
Intensity Mean,12.7686,,Surface,2,,Image 1,1,19
Intensity Mean,6.38843,,Surface,3,,Image 1,1,19
Intensity Mean,43.2562,,Surface,4,,Image 1,1,19
Intensity Mean,43.2562,,Surface,5,,Image 1,1,19
Intensity Mean,1.50413,,Surface,6,,Image 1,1,19
Intensity Mean,12.7686,,Surface,7,,Image 1,1,19
Intensity Mean,0,,Surface,1,,Image 1,1,20
Intensity Mean,3.66667,,Surface,2,,Image 1,1,20
Intensity Mean,3.66667,,Surface,3,,Image 1,1,20
Intensity Mean,18.6667,,Surface,4,,Image 1,1,20
Intensity Mean,18.6667,,Surface,5,,Image 1,1,20
Intensity Mean,0,,Surface,6,,Image 1,1,20
Intensity Mean,3.66667,,Surface,7,,Image 1,1,20
Intensity Mean,0.345603,,Surface,1,,Image 1,1,21
Intensity Mean,13.5992,,Surface,2,,Image 1,1,21
Intensity Mean,4.05521,,Surface,3,,Image 1,1,21
Intensity Mean,38.2004,,Surface,4,,Image 1,1,21
Intensity Mean,38.2004,,Surface,5,,Image 1,1,21
Intensity Mean,0.345603,,Surface,6,,Image 1,1,21
Intensity Mean,13.5992,,Surface,7,,Image 1,1,21
Intensity Mean,0.767857,,Surface,1,,Image 1,1,22
Intensity Mean,6.51786,,Surface,2,,Image 1,1,22
Intensity Mean,10.4643,,Surface,3,,Image 1,1,22
Intensity Mean,51.1964,,Surface,4,,Image 1,1,22
Intensity Mean,51.1964,,Surface,5,,Image 1,1,22
Intensity Mean,0.767857,,Surface,6,,Image 1,1,22
Intensity Mean,6.51786,,Surface,7,,Image 1,1,22
Intensity Mean,0.30912,,Surface,1,,Image 1,1,23
Intensity Mean,8.25101,,Surface,2,,Image 1,1,23
Intensity Mean,3.90476,,Surface,3,,Image 1,1,23
Intensity Mean,37.1098,,Surface,4,,Image 1,1,23
Intensity Mean,37.1098,,Surface,5,,Image 1,1,23
Intensity Mean,0.30912,,Surface,6,,Image 1,1,23
Intensity Mean,8.25101,,Surface,7,,Image 1,1,23
Intensity Median,0,,Surface,1,,Image 1,1,0
Intensity Median,10.997,,Surface,2,,Image 1,1,0
Intensity Median,3.002,,Surface,3,,Image 1,1,0
